,comarca,nome_area_acao,ano_ref,Distribuidos_ano,Baixados_ano,Pendentes_ano,Taxa_Cong_anual (%)
2237,PARANAIGUARA,criminal,2021,104,194,61,23.92
2238,PARANAIGUARA,execucao penal,2021,18,19,17,47.22
2239,PARANAIGUARA,familia - interior,2021,130,171,66,27.85
2240,PARANAIGUARA,fazenda publica mista,2021,118,292,90,23.56
2241,PARANAIGUARA,infancia e juventude civel,2021,2,5,2,28.57
2242,PARANAIGUARA,infancia e juventude infracional,2021,4,5,2,28.57
2243,PARANAIGUARA,juizado especial civel,2021,73,216,40,15.62
2244,PARANAIGUARA,juizado especial criminal,2021,46,236,25,9.58
2245,PARANAIGUARA,juizado especial fazenda publica,2021,12,8,9,52.94
2246,PARAÚNA,civel,2021,143,309,117,27.46
2247,PARAÚNA,criminal,2021,194,308,152,33.04
2248,PARAÚNA,execucao penal,2021,71,37,71,65.74
2249,PARAÚNA,familia - interior,2021,179,230,128,35.75
2250,PARAÚNA,fazenda publica mista,2021,278,356,253,41.54
2251,PARAÚNA,infancia e juventude civel,2021,4,5,3,37.5
2252,PARAÚNA,infancia e juventude infracional,2021,3,8,3,27.27
2253,PARAÚNA,juizado civel,2021,1,5,0,0.0
2254,PARAÚNA,juizado especial civel,2021,224,273,165,37.67
2255,PARAÚNA,juizado especial criminal,2021,109,56,107,65.64
2256,PARAÚNA,juizado especial fazenda publica,2021,67,9,64,87.67
2257,PARAÚNA,preprocessual,2021,28,34,1,2.86
2258,PETROLINA DE GOIÁS,civel,2021,105,151,82,35.19
2259,PETROLINA DE GOIÁS,criminal,2021,174,191,134,41.23
2260,PETROLINA DE GOIÁS,execucao penal,2021,15,4,15,78.95
2261,PETROLINA DE GOIÁS,familia - interior,2021,117,125,68,35.23
2262,PETROLINA DE GOIÁS,fazenda publica mista,2021,145,195,127,39.44
2263,PETROLINA DE GOIÁS,infancia e juventude civel,2021,16,3,16,84.21
2264,PETROLINA DE GOIÁS,infancia e juventude infracional,2021,13,17,2,10.53
2265,PETROLINA DE GOIÁS,juizado especial civel,2021,149,166,85,33.86
2266,PETROLINA DE GOIÁS,juizado especial criminal,2021,116,102,105,50.72
2267,PETROLINA DE GOIÁS,juizado especial fazenda publica,2021,124,5,121,96.03
2268,PIRACANJUBA,civel,2021,293,306,251,45.06
2269,PIRACANJUBA,criminal,2021,565,837,340,28.89
2270,PIRACANJUBA,execucao penal,2021,72,55,68,55.28
2271,PIRACANJUBA,familia - interior,2021,238,293,195,39.96
2272,PIRACANJUBA,fazenda publica mista,2021,134,352,114,24.46
2273,PIRACANJUBA,infancia e juventude civel,2021,38,24,31,56.36
2274,PIRACANJUBA,infancia e juventude infracional,2021,27,43,21,32.81
2275,PIRACANJUBA,juizado especial civel,2021,237,418,179,29.98
2276,PIRACANJUBA,juizado especial criminal,2021,91,164,56,25.45
2277,PIRACANJUBA,juizado especial fazenda publica,2021,146,11,140,92.72
2278,PIRANHAS,civel,2021,150,333,135,28.85
2279,PIRANHAS,criminal,2021,303,387,196,33.62
2280,PIRANHAS,execucao penal,2021,35,39,35,47.3
2281,PIRANHAS,familia - interior,2021,143,220,114,34.13
2282,PIRANHAS,fazenda publica mista,2021,272,605,250,29.24
2283,PIRANHAS,infancia e juventude civel,2021,8,7,5,41.67
2284,PIRANHAS,infancia e juventude infracional,2021,4,8,1,11.11
2285,PIRANHAS,juizado especial civel e criminal,2021,183,460,153,24.96
2286,PIRANHAS,juizado especial fazenda publica,2021,95,3,95,96.94
2287,PIRANHAS,preprocessual,2021,2,1,1,50.0
2288,PIRENÓPOLIS,civel,2021,233,287,206,41.78
2289,PIRENÓPOLIS,criminal,2021,427,720,277,27.78
2290,PIRENÓPOLIS,execucao penal,2021,40,28,40,58.82
2291,PIRENÓPOLIS,familia - interior,2021,293,418,232,35.69
2292,PIRENÓPOLIS,fazenda publica mista,2021,533,577,478,45.31
2293,PIRENÓPOLIS,infancia e juventude civel,2021,11,14,9,39.13
2294,PIRENÓPOLIS,infancia e juventude infracional,2021,53,69,46,40.0
2295,PIRENÓPOLIS,juizado especial civel,2021,510,1056,385,26.72
2296,PIRENÓPOLIS,juizado especial criminal,2021,872,1583,662,29.49
2297,PIRENÓPOLIS,juizado especial fazenda publica,2021,164,8,161,95.27
2298,PIRES DO RIO,civel,2021,280,370,229,38.23
2299,PIRES DO RIO,criminal,2021,508,771,307,28.48
2300,PIRES DO RIO,execucao penal,2021,40,27,40,59.7
2301,PIRES DO RIO,familia - interior,2021,266,280,205,42.27
2302,PIRES DO RIO,fazenda publica mista,2021,358,1190,298,20.03
2303,PIRES DO RIO,infancia e juventude civel,2021,35,28,24,46.15
2304,PIRES DO RIO,infancia e juventude infracional,2021,30,52,24,31.58
2305,PIRES DO RIO,juizado especial civel,2021,405,396,332,45.6
2306,PIRES DO RIO,juizado especial criminal,2021,175,192,132,40.74
2307,PIRES DO RIO,juizado especial fazenda publica,2021,271,222,201,47.52
2308,PIRES DO RIO,preprocessual,2021,326,391,63,13.88
2309,PLANALTINA,civel,2021,706,716,587,45.05
2310,PLANALTINA,criminal,2021,1609,2184,1002,31.45
2311,PLANALTINA,execucao penal,2021,419,101,402,79.92
2312,PLANALTINA,familia - interior,2021,798,1000,484,32.61
2313,PLANALTINA,fazenda publica mista,2021,811,815,799,49.5
2314,PLANALTINA,infancia e juventude civel,2021,19,46,13,22.03
2315,PLANALTINA,infancia e juventude infracional,2021,171,322,110,25.46
2316,PLANALTINA,juizado especial civel e criminal,2021,1390,1219,1232,50.27
2317,PLANALTINA,juizado especial fazenda publica,2021,537,617,534,46.39
2318,PLANALTINA,preprocessual,2021,618,555,188,25.3
2319,PONTALINA,civel,2021,226,487,176,26.55
2320,PONTALINA,criminal,2021,411,704,263,27.2
2321,PONTALINA,execucao penal,2021,16,68,16,19.05
2322,PONTALINA,familia - interior,2021,363,402,256,38.91
2323,PONTALINA,fazenda publica mista,2021,116,596,90,13.12
2324,PONTALINA,infancia e juventude civel,2021,8,11,6,35.29
2325,PONTALINA,infancia e juventude infracional,2021,24,41,5,10.87
2326,PONTALINA,juizado especial civel,2021,132,163,105,39.18
2327,PONTALINA,juizado especial criminal,2021,267,355,160,31.07
2328,PONTALINA,juizado especial fazenda publica,2021,118,16,110,87.3
2329,PORANGATU,civel,2021,744,598,656,52.31
2330,PORANGATU,criminal,2021,894,787,566,41.83
2331,PORANGATU,execucao penal,2021,79,20,78,79.59
2332,PORANGATU,familia - interior,2021,477,490,358,42.22
2333,PORANGATU,fazenda publica mista,2021,980,835,941,52.98
2334,PORANGATU,infancia e juventude civel,2021,15,26,12,31.58
2335,PORANGATU,infancia e juventude infracional,2021,100,118,50,29.76
2336,PORANGATU,juizado especial civel,2021,1717,1614,1301,44.63
2337,PORANGATU,juizado especial criminal,2021,311,363,221,37.84
2338,PORANGATU,juizado especial fazenda publica,2021,269,9,266,96.73
2339,PORANGATU,preprocessual,2021,293,223,103,31.6
2340,POSSE,civel,2021,358,581,269,31.65
2341,POSSE,criminal,2021,682,540,493,47.73
2342,POSSE,execucao penal,2021,8,19,6,24.0
2343,POSSE,familia - interior,2021,358,442,202,31.37
2344,POSSE,fazenda publica mista,2021,310,857,281,24.69
2345,POSSE,infancia e juventude civel,2021,15,27,7,20.59
2346,POSSE,infancia e juventude infracional,2021,16,56,11,16.42
2347,POSSE,juizado especial civel,2021,219,438,147,25.13
2348,POSSE,juizado especial criminal,2021,147,127,135,51.53
2349,POSSE,juizado especial fazenda publica,2021,82,24,80,76.92
2350,POSSE,preprocessual,2021,45,39,15,27.78
2351,QUIRINÓPOLIS,civel,2021,1244,1831,1112,37.78
2352,QUIRINÓPOLIS,criminal,2021,647,733,439,37.46
2353,QUIRINÓPOLIS,execucao penal,2021,91,117,89,43.2
2354,QUIRINÓPOLIS,familia - interior,2021,617,1013,505,33.27
2355,QUIRINÓPOLIS,fazenda publica mista,2021,471,510,462,47.53
2356,QUIRINÓPOLIS,infancia e juventude civel,2021,39,45,33,42.31
2357,QUIRINÓPOLIS,infancia e juventude infracional,2021,48,34,37,52.11
2358,QUIRINÓPOLIS,juizado especial civel,2021,1076,2129,580,21.41
2359,QUIRINÓPOLIS,juizado especial criminal,2021,243,250,114,31.32
2360,QUIRINÓPOLIS,juizado especial fazenda publica,2021,95,8,95,92.23
2361,QUIRINÓPOLIS,preprocessual,2021,149,3,146,97.99
2362,RIALMA,civel,2021,165,201,149,42.57
2363,RIALMA,criminal,2021,217,471,145,23.54
2364,RIALMA,execucao penal,2021,36,39,30,43.48
2365,RIALMA,familia - interior,2021,178,271,150,35.63
2366,RIALMA,fazenda publica mista,2021,390,634,368,36.73
2367,RIALMA,infancia e juventude civel,2021,4,17,1,5.56
2368,RIALMA,infancia e juventude infracional,2021,19,73,13,15.12
2369,RIALMA,juizado especial civel,2021,256,393,220,35.89
2370,RIALMA,juizado especial criminal,2021,54,82,48,36.92
2371,RIALMA,juizado especial fazenda publica,2021,106,2,106,98.15
2372,RIO VERDE,civel,2021,3539,4454,2844,38.97
2373,RIO VERDE,criminal,2021,2446,2870,1749,37.87
2374,RIO VERDE,execucao penal,2021,707,271,691,71.83
2375,RIO VERDE,familia - interior,2021,2193,3496,1453,29.36
2376,RIO VERDE,fazenda publica mista,2021,1779,4205,1678,28.52
2377,RIO VERDE,infancia e juventude civel,2021,198,317,139,30.48
2378,RIO VERDE,infancia e juventude infracional,2021,372,652,138,17.47
2379,RIO VERDE,juizado de violencia domestica,2021,1846,3368,1184,26.01
2380,RIO VERDE,juizado especial civel e criminal,2021,4270,4611,2494,35.1
2381,RIO VERDE,juizado especial fazenda publica,2021,516,32,505,94.04
2382,RIO VERDE,preprocessual,2021,302,594,53,8.19
2383,RUBIATABA,civel,2021,201,192,180,48.39
2384,RUBIATABA,criminal,2021,346,311,259,45.44
2385,RUBIATABA,execucao penal,2021,48,26,45,63.38
2386,RUBIATABA,familia - interior,2021,305,346,247,41.65
2387,RUBIATABA,fazenda publica mista,2021,338,502,317,38.71
2388,RUBIATABA,infancia e juventude civel,2021,11,9,8,47.06
2389,RUBIATABA,infancia e juventude infracional,2021,17,18,15,45.45
2390,RUBIATABA,juizado especial civel,2021,295,370,139,27.31
2391,RUBIATABA,juizado especial criminal,2021,92,41,74,64.35
2392,RUBIATABA,juizado especial fazenda publica,2021,223,13,215,94.3
2393,SANCLERLÂNDIA,civel,2021,109,224,102,31.29
2394,SANCLERLÂNDIA,criminal,2021,159,229,105,31.44
2395,SANCLERLÂNDIA,execucao penal,2021,12,14,12,46.15
2396,SANCLERLÂNDIA,familia - interior,2021,133,192,116,37.66
2397,SANCLERLÂNDIA,fazenda publica mista,2021,156,265,121,31.35
2398,SANCLERLÂNDIA,infancia e juventude civel,2021,4,11,1,8.33
2399,SANCLERLÂNDIA,infancia e juventude infracional,2021,11,12,11,47.83
2400,SANCLERLÂNDIA,juizado especial civel,2021,258,336,238,41.46
2401,SANCLERLÂNDIA,juizado especial criminal,2021,56,56,53,48.62
2402,SANCLERLÂNDIA,juizado especial fazenda publica,2021,95,26,93,78.15
2403,SANTA CRUZ DE GOIÁS,civel,2021,102,126,95,42.99
2404,SANTA CRUZ DE GOIÁS,criminal,2021,130,224,92,29.11
2405,SANTA CRUZ DE GOIÁS,execucao penal,2021,35,28,29,50.88
2406,SANTA CRUZ DE GOIÁS,familia - interior,2021,131,122,100,45.05
2407,SANTA CRUZ DE GOIÁS,fazenda publica mista,2021,186,323,157,32.71
2408,SANTA CRUZ DE GOIÁS,infancia e juventude civel,2021,6,6,5,45.45
2409,SANTA CRUZ DE GOIÁS,infancia e juventude infracional,2021,5,17,3,15.0
2410,SANTA CRUZ DE GOIÁS,juizado especial civel,2021,93,167,80,32.39
2411,SANTA CRUZ DE GOIÁS,juizado especial criminal,2021,37,37,32,46.38
2412,SANTA CRUZ DE GOIÁS,juizado especial fazenda publica,2021,59,9,57,86.36
2413,SANTA HELENA DE GOIÁS,civel,2021,482,1092,386,26.12
2414,SANTA HELENA DE GOIÁS,criminal,2021,531,632,392,38.28
2415,SANTA HELENA DE GOIÁS,execucao penal,2021,34,40,34,45.95
2416,SANTA HELENA DE GOIÁS,familia - interior,2021,421,585,304,34.2
2417,SANTA HELENA DE GOIÁS,fazenda publica mista,2021,1516,1048,1497,58.82
2418,SANTA HELENA DE GOIÁS,infancia e juventude civel,2021,31,53,16,23.19
2419,SANTA HELENA DE GOIÁS,infancia e juventude infracional,2021,41,68,17,20.0
2420,SANTA HELENA DE GOIÁS,juizado especial civel,2021,874,2315,432,15.73
2421,SANTA HELENA DE GOIÁS,juizado especial criminal,2021,178,207,86,29.35
2422,SANTA HELENA DE GOIÁS,juizado especial fazenda publica,2021,60,6,59,90.77
2423,SANTA TEREZINHA DE GOIÁS,civel,2021,139,245,106,30.2
2424,SANTA TEREZINHA DE GOIÁS,criminal,2021,220,257,176,40.65
2425,SANTA TEREZINHA DE GOIÁS,execucao penal,2021,13,9,13,59.09
2426,SANTA TEREZINHA DE GOIÁS,familia - interior,2021,201,307,129,29.59
2427,SANTA TEREZINHA DE GOIÁS,fazenda publica mista,2021,230,438,194,30.7
2428,SANTA TEREZINHA DE GOIÁS,infancia e juventude civel,2021,1,3,1,25.0
2429,SANTA TEREZINHA DE GOIÁS,infancia e juventude infracional,2021,13,23,12,34.29
2430,SANTA TEREZINHA DE GOIÁS,juizado especial civel,2021,148,347,104,23.06
2431,SANTA TEREZINHA DE GOIÁS,juizado especial criminal,2021,58,47,55,53.92
2432,SANTA TEREZINHA DE GOIÁS,juizado especial fazenda publica,2021,45,4,44,91.67
2433,SANTO ANTÔNIO DO DESCOBERTO,civel,2021,441,414,382,47.99
2434,SANTO ANTÔNIO DO DESCOBERTO,criminal,2021,1183,1770,929,34.42
2435,SANTO ANTÔNIO DO DESCOBERTO,execucao penal,2021,72,906,64,6.6
2436,SANTO ANTÔNIO DO DESCOBERTO,familia - interior,2021,404,437,315,41.89
2437,SANTO ANTÔNIO DO DESCOBERTO,fazenda publica mista,2021,795,940,748,44.31
2438,SANTO ANTÔNIO DO DESCOBERTO,infancia e juventude civel,2021,42,48,27,36.0
2439,SANTO ANTÔNIO DO DESCOBERTO,infancia e juventude infracional,2021,102,199,60,23.17
2440,SANTO ANTÔNIO DO DESCOBERTO,juizado especial civel,2021,1023,1322,731,35.61
2441,SANTO ANTÔNIO DO DESCOBERTO,juizado especial criminal,2021,417,357,343,49.0
2442,SANTO ANTÔNIO DO DESCOBERTO,juizado especial fazenda publica,2021,79,29,63,68.48
2443,SANTO ANTÔNIO DO DESCOBERTO,preprocessual,2021,390,288,216,42.86
2444,SENADOR CANEDO,civel,2021,1702,2235,1504,40.22
2445,SENADOR CANEDO,criminal,2021,1836,1648,1538,48.27
2446,SENADOR CANEDO,execucao penal,2021,39,114,35,23.49
2447,SENADOR CANEDO,familia - interior,2021,1365,1818,936,33.99
2448,SENADOR CANEDO,fazenda publica mista,2021,814,1241,751,37.7
2449,SENADOR CANEDO,infancia e juventude civel,2021,71,136,49,26.49
2450,SENADOR CANEDO,infancia e juventude infracional,2021,120,348,87,20.0
2451,SENADOR CANEDO,juizado especial civel,2021,2062,2638,1524,36.62
2452,SENADOR CANEDO,juizado especial criminal,2021,414,317,399,55.73
2453,SENADOR CANEDO,juizado especial fazenda publica,2021,409,116,353,75.27
2454,SENADOR CANEDO,preprocessual,2021,16,10,8,44.44
2455,SERRANÓPOLIS,civel,2021,289,254,246,49.2
2456,SERRANÓPOLIS,criminal,2021,337,421,226,34.93
2457,SERRANÓPOLIS,execucao penal,2021,23,35,23,39.66
2458,SERRANÓPOLIS,familia - interior,2021,193,224,128,36.36
2459,SERRANÓPOLIS,fazenda publica mista,2021,91,210,77,26.83
2460,SERRANÓPOLIS,infancia e juventude civel,2021,30,27,22,44.9
2461,SERRANÓPOLIS,infancia e juventude infracional,2021,23,11,21,65.62
2462,SERRANÓPOLIS,juizado especial civel,2021,235,182,171,48.44
2463,SERRANÓPOLIS,juizado especial criminal,2021,77,75,73,49.32
2464,SERRANÓPOLIS,juizado especial fazenda publica,2021,27,2,25,92.59
2465,SILVÂNIA,civel,2021,196,203,183,47.41
2466,SILVÂNIA,criminal,2021,297,543,213,28.17
2467,SILVÂNIA,execucao penal,2021,20,35,20,36.36
2468,SILVÂNIA,familia - interior,2021,268,218,244,52.81
2469,SILVÂNIA,fazenda publica mista,2021,98,372,76,16.96
2470,SILVÂNIA,infancia e juventude civel,2021,7,10,7,41.18
2471,SILVÂNIA,infancia e juventude infracional,2021,20,43,17,28.33
2472,SILVÂNIA,juizado especial civel,2021,256,296,216,42.19
2473,SILVÂNIA,juizado especial criminal,2021,159,64,148,69.81
2474,SILVÂNIA,juizado especial fazenda publica,2021,85,12,82,87.23
2475,SILVÂNIA,preprocessual,2021,2,7,2,22.22
2476,SÃO DOMINGOS,civel,2021,109,115,90,43.9
2477,SÃO DOMINGOS,criminal,2021,234,235,166,41.4
2478,SÃO DOMINGOS,execucao penal,2021,16,0,16,100.0
2479,SÃO DOMINGOS,familia - interior,2021,101,115,80,41.03
2480,SÃO DOMINGOS,fazenda publica mista,2021,169,96,167,63.5
2481,SÃO DOMINGOS,infancia e juventude civel,2021,10,18,9,33.33
2482,SÃO DOMINGOS,infancia e juventude infracional,2021,11,19,9,32.14
2483,SÃO DOMINGOS,juizado especial civel,2021,96,106,86,44.79
2484,SÃO DOMINGOS,juizado especial criminal,2021,79,748,67,8.22
2485,SÃO DOMINGOS,juizado especial fazenda publica,2021,80,2,80,97.56
2486,SÃO LUÍS DE MONTES BELOS,civel,2021,512,610,443,42.07
2487,SÃO LUÍS DE MONTES BELOS,criminal,2021,559,1040,393,27.42
2488,SÃO LUÍS DE MONTES BELOS,execucao penal,2021,92,81,90,52.63
2489,SÃO LUÍS DE MONTES BELOS,familia - interior,2021,517,700,410,36.94
2490,SÃO LUÍS DE MONTES BELOS,fazenda publica mista,2021,460,613,399,39.43
2491,SÃO LUÍS DE MONTES BELOS,infancia e juventude civel,2021,15,32,10,23.81
2492,SÃO LUÍS DE MONTES BELOS,infancia e juventude infracional,2021,28,38,23,37.7
2493,SÃO LUÍS DE MONTES BELOS,juizado especial civel,2021,934,1201,663,35.57
2494,SÃO LUÍS DE MONTES BELOS,juizado especial criminal,2021,369,397,345,46.5
2495,SÃO LUÍS DE MONTES BELOS,juizado especial fazenda publica,2021,250,41,239,85.36
2496,SÃO LUÍS DE MONTES BELOS,preprocessual,2021,104,99,21,17.5
2497,SÃO MIGUEL DO ARAGUAIA,civel,2021,937,594,879,59.67
2498,SÃO MIGUEL DO ARAGUAIA,criminal,2021,391,607,266,30.47
2499,SÃO MIGUEL DO ARAGUAIA,execucao penal,2021,46,23,45,66.18
2500,SÃO MIGUEL DO ARAGUAIA,familia - interior,2021,215,297,129,30.28
2501,SÃO MIGUEL DO ARAGUAIA,fazenda publica mista,2021,566,914,502,35.45
2502,SÃO MIGUEL DO ARAGUAIA,infancia e juventude civel,2021,6,10,4,28.57
2503,SÃO MIGUEL DO ARAGUAIA,infancia e juventude infracional,2021,11,34,8,19.05
2504,SÃO MIGUEL DO ARAGUAIA,juizado especial civel,2021,688,2046,459,18.32
2505,SÃO MIGUEL DO ARAGUAIA,juizado especial criminal,2021,46,28,45,61.64
2506,SÃO MIGUEL DO ARAGUAIA,juizado especial fazenda publica,2021,90,32,89,73.55
2507,SÃO MIGUEL DO ARAGUAIA,preprocessual,2021,221,174,66,27.5
2508,SÃO SIMÃO,civel,2021,140,188,122,39.35
2509,SÃO SIMÃO,criminal,2021,490,444,354,44.36
2510,SÃO SIMÃO,execucao penal,2021,43,27,43,61.43
2511,SÃO SIMÃO,familia - interior,2021,232,292,173,37.2
2512,SÃO SIMÃO,fazenda publica mista,2021,201,398,172,30.18
2513,SÃO SIMÃO,infancia e juventude civel,2021,10,7,4,36.36
2514,SÃO SIMÃO,infancia e juventude infracional,2021,23,6,23,79.31
2515,SÃO SIMÃO,juizado especial civel,2021,215,333,199,37.41
2516,SÃO SIMÃO,juizado especial criminal,2021,149,98,135,57.94
2517,SÃO SIMÃO,juizado especial fazenda publica,2021,45,3,44,93.62
2518,TAQUARAL DE GOIÁS,civel,2021,70,132,60,31.25
2519,TAQUARAL DE GOIÁS,criminal,2021,81,99,58,36.94
2520,TAQUARAL DE GOIÁS,execucao penal,2021,5,14,5,26.32
2521,TAQUARAL DE GOIÁS,familia - interior,2021,110,134,89,39.91
2522,TAQUARAL DE GOIÁS,fazenda publica mista,2021,144,122,132,51.97
2523,TAQUARAL DE GOIÁS,infancia e juventude civel,2021,3,2,1,33.33
2524,TAQUARAL DE GOIÁS,infancia e juventude infracional,2021,11,9,8,47.06
2525,TAQUARAL DE GOIÁS,juizado especial civel,2021,86,105,65,38.24
2526,TAQUARAL DE GOIÁS,juizado especial criminal,2021,76,108,52,32.5
2527,TAQUARAL DE GOIÁS,juizado especial fazenda publica,2021,19,1,19,95.0
2528,TRIBUNAL DE JUSTIÇA,camara civel,2021,69764,70265,33699,32.41
2529,TRIBUNAL DE JUSTIÇA,camara criminal,2021,20804,40790,9553,18.98
2530,TRIBUNAL DE JUSTIÇA,corte especial,2021,1,59,0,0.0
2531,TRIBUNAL DE JUSTIÇA,criminais isoladas,2021,22,704,6,0.85
2532,TRIBUNAL DE JUSTIÇA,orgao especial,2021,814,1247,497,28.5
2533,TRIBUNAL DE JUSTIÇA,preprocessual,2021,221,0,221,100.0
2534,TRIBUNAL DE JUSTIÇA,secao civel,2021,1763,1622,839,34.09
2535,TRIBUNAL DE JUSTIÇA,secao criminal,2021,616,1289,337,20.73
2536,TRINDADE,civel,2021,2379,1892,2199,53.75
2537,TRINDADE,criminal,2021,1885,2767,1281,31.65
2538,TRINDADE,execucao penal,2021,60,235,57,19.52
2539,TRINDADE,familia - interior,2021,1365,1444,1097,43.17
2540,TRINDADE,fazenda publica mista,2021,564,826,533,39.22
2541,TRINDADE,fazenda publica mista  execucao fiscal,2021,1274,4743,1202,20.22
2542,TRINDADE,infancia e juventude civel,2021,83,108,69,38.98
2543,TRINDADE,infancia e juventude infracional,2021,130,389,114,22.66
2544,TRINDADE,juizado especial civel,2021,1788,2049,907,30.68
2545,TRINDADE,juizado especial criminal,2021,504,769,342,30.78
2546,TRINDADE,juizado especial fazenda publica,2021,629,122,608,83.29
2547,TRINDADE,preprocessual,2021,70,76,12,13.64
2548,TURVÂNIA,civel,2021,188,178,180,50.28
2549,TURVÂNIA,criminal,2021,86,114,82,41.84
2550,TURVÂNIA,familia - interior,2021,101,111,81,42.19
2551,TURVÂNIA,fazenda publica mista,2021,168,205,163,44.29
2552,TURVÂNIA,infancia e juventude civel,2021,4,5,4,44.44
2553,TURVÂNIA,infancia e juventude infracional,2021,4,3,4,57.14
2554,TURVÂNIA,juizado especial civel,2021,122,159,97,37.89
2555,TURVÂNIA,juizado especial criminal,2021,43,26,41,61.19
2556,TURVÂNIA,juizado especial fazenda publica,2021,33,0,33,100.0
2557,URUANA,civel,2021,172,250,130,34.21
2558,URUANA,criminal,2021,224,291,156,34.9
2559,URUANA,execucao penal,2021,42,49,37,43.02
2560,URUANA,familia - interior,2021,155,188,98,34.27
2561,URUANA,fazenda publica mista,2021,290,439,276,38.6
2562,URUANA,infancia e juventude civel,2021,4,5,2,28.57
2563,URUANA,infancia e juventude infracional,2021,8,24,3,11.11
2564,URUANA,juizado especial civel,2021,114,119,68,36.36
2565,URUANA,juizado especial criminal,2021,103,85,65,43.33
2566,URUANA,juizado especial fazenda publica,2021,70,18,67,78.82
2567,URUAÇU,civel,2021,554,659,447,40.42
2568,URUAÇU,criminal,2021,814,855,519,37.77
2569,URUAÇU,execucao penal,2021,153,98,137,58.3
2570,URUAÇU,familia - interior,2021,472,587,354,37.62
2571,URUAÇU,fazenda publica mista,2021,578,629,552,46.74
2572,URUAÇU,infancia e juventude civel,2021,47,60,22,26.83
2573,URUAÇU,infancia e juventude infracional,2021,71,113,52,31.52
2574,URUAÇU,juizado especial civel,2021,917,995,678,40.53
