comarca,nome_area_acao,ano_ref,Distribuidos_ano,Baixados_ano,Pendentes_ano,Taxa_Cong_anual (%)
ANICUNS,infancia e juventude civel,2020,6,8,1,11.11
ANICUNS,infancia e juventude infracional,2020,11,23,8,25.81
ANICUNS,juizado especial civel,2020,797,1494,430,22.35
ANICUNS,juizado especial criminal,2020,168,208,72,25.71
ANICUNS,juizado especial fazenda publica,2020,168,11,157,93.45
ANÁPOLIS,civel,2020,5493,5437,4959,47.7
ANÁPOLIS,criminal,2020,4168,4318,2774,39.11
ANÁPOLIS,detencao,2020,179,53,174,76.65
ANÁPOLIS,execucao de pena alternativa,2020,8,9,1,10.0
ANÁPOLIS,execucao penal,2020,14,297,4,1.33
ANÁPOLIS,familia - interior,2020,4511,4536,3235,41.63
ANÁPOLIS,fazenda publica estadual interior,2020,733,732,662,47.49
ANÁPOLIS,fazenda publica municipal interior,2020,855,22432,703,3.04
ANÁPOLIS,infancia e juventude civel,2020,238,451,189,29.53
ANÁPOLIS,infancia e juventude infracional,2020,454,973,342,26.01
ANÁPOLIS,juizado criminal,2020,3,8,3,27.27
ANÁPOLIS,juizado de violencia domestica,2020,1264,392,1142,74.45
ANÁPOLIS,juizado especial civel,2020,9479,11270,6864,37.85
ANÁPOLIS,juizado especial criminal,2020,2236,1858,2078,52.79
ANÁPOLIS,juizado especial fazenda publica,2020,586,9,577,98.46
ANÁPOLIS,maria da penha - criminal,2020,20,110,13,10.57
ANÁPOLIS,reclusao,2020,197,178,182,50.56
ANÁPOLIS,tribunal do juri,2020,4,69,2,2.82
APARECIDA DE GOIÂNIA,civel,2020,6533,5483,5964,52.1
APARECIDA DE GOIÂNIA,crimes dolosos,2020,120,448,31,6.47
APARECIDA DE GOIÂNIA,criminal,2020,4633,4069,2615,39.12
APARECIDA DE GOIÂNIA,detencao,2020,1,129,0,0.0
APARECIDA DE GOIÂNIA,execucao penal,2020,2,149,0,0.0
APARECIDA DE GOIÂNIA,familia - interior,2020,4572,4997,2993,37.46
APARECIDA DE GOIÂNIA,fazenda publica estadual interior,2020,579,289,568,66.28
APARECIDA DE GOIÂNIA,fazenda publica municipal interior,2020,10398,3550,10370,74.5
APARECIDA DE GOIÂNIA,infancia e juventude civel,2020,482,757,313,29.25
APARECIDA DE GOIÂNIA,infancia e juventude infracional,2020,452,841,256,23.34
APARECIDA DE GOIÂNIA,juizado criminal,2020,1,11,1,8.33
APARECIDA DE GOIÂNIA,juizado de violencia domestica,2020,1792,211,1615,88.44
APARECIDA DE GOIÂNIA,juizado especial civel,2020,5779,5843,3920,40.15
APARECIDA DE GOIÂNIA,juizado especial criminal,2020,2081,1170,1578,57.42
APARECIDA DE GOIÂNIA,juizado especial fazenda publica,2020,850,8,842,99.06
APARECIDA DE GOIÂNIA,maria da penha - criminal,2020,542,3595,53,1.45
APARECIDA DE GOIÂNIA,reclusao,2020,21,1152,11,0.95
APARECIDA DE GOIÂNIA,saude publica,2020,1,249,1,0.4
APARECIDA DE GOIÂNIA,transito,2020,2,90,0,0.0
ARAGARÇAS,civel,2020,232,341,208,37.89
ARAGARÇAS,criminal,2020,472,461,374,44.79
ARAGARÇAS,familia - interior,2020,247,419,202,32.53
ARAGARÇAS,fazenda publica mista,2020,279,598,243,28.89
ARAGARÇAS,infancia e juventude civel,2020,11,24,8,25.0
ARAGARÇAS,infancia e juventude infracional,2020,13,35,11,23.91
ARAGARÇAS,juizado criminal,2020,1,2,0,0.0
ARAGARÇAS,juizado especial civel,2020,301,612,248,28.84
ARAGARÇAS,juizado especial criminal,2020,98,169,90,34.75
ARAGARÇAS,juizado especial fazenda publica,2020,51,5,47,90.38
ARAÇU,civel,2020,126,578,95,14.12
ARAÇU,criminal,2020,172,138,110,44.35
ARAÇU,execucao penal,2020,1,3,1,25.0
ARAÇU,familia - interior,2020,116,286,81,22.07
ARAÇU,fazenda publica mista,2020,126,209,114,35.29
ARAÇU,infancia e juventude civel,2020,4,22,3,12.0
ARAÇU,infancia e juventude infracional,2020,3,4,3,42.86
ARAÇU,juizado especial civel,2020,153,182,114,38.51
ARAÇU,juizado especial criminal,2020,33,51,31,37.8
ARAÇU,juizado especial fazenda publica,2020,17,0,17,100.0
ARUANÃ,civel,2020,179,170,150,46.88
ARUANÃ,criminal,2020,365,230,265,53.54
ARUANÃ,familia - interior,2020,178,216,119,35.52
ARUANÃ,fazenda publica mista,2020,913,406,909,69.13
ARUANÃ,infancia e juventude,2020,1,0,1,100.0
ARUANÃ,infancia e juventude civel,2020,9,9,6,40.0
ARUANÃ,infancia e juventude infracional,2020,27,20,21,51.22
ARUANÃ,juizado especial civel,2020,129,254,110,30.22
ARUANÃ,juizado especial criminal,2020,90,184,84,31.34
ARUANÃ,juizado especial fazenda publica,2020,30,0,30,100.0
AURILÂNDIA,civel,2020,51,64,40,38.46
AURILÂNDIA,criminal,2020,68,92,32,25.81
AURILÂNDIA,execucao penal,2020,1,33,1,2.94
AURILÂNDIA,familia - interior,2020,71,93,45,32.61
AURILÂNDIA,fazenda publica mista,2020,69,128,64,33.33
AURILÂNDIA,infancia e juventude civel,2020,3,5,2,28.57
AURILÂNDIA,infancia e juventude infracional,2020,12,31,5,13.89
AURILÂNDIA,juizado especial civel,2020,104,133,81,37.85
AURILÂNDIA,juizado especial criminal,2020,43,45,35,43.75
AURILÂNDIA,juizado especial fazenda publica,2020,9,1,8,88.89
BARRO ALTO,civel,2020,125,114,103,47.47
BARRO ALTO,criminal,2020,305,254,189,42.66
BARRO ALTO,execucao penal,2020,2,83,0,0.0
BARRO ALTO,familia - interior,2020,157,152,90,37.19
BARRO ALTO,fazenda publica mista,2020,66,181,53,22.65
BARRO ALTO,infancia e juventude civel,2020,6,8,3,27.27
BARRO ALTO,infancia e juventude infracional,2020,6,6,5,45.45
BARRO ALTO,juizado especial civel,2020,186,139,133,48.9
BARRO ALTO,juizado especial criminal,2020,92,75,87,53.7
BARRO ALTO,juizado especial fazenda publica,2020,6,1,6,85.71
BELA VISTA DE GOIÁS,civel,2020,318,277,271,49.45
BELA VISTA DE GOIÁS,criminal,2020,412,467,215,31.52
BELA VISTA DE GOIÁS,familia - interior,2020,237,317,135,29.87
BELA VISTA DE GOIÁS,fazenda publica mista,2020,85,281,62,18.08
BELA VISTA DE GOIÁS,infancia e juventude civel,2020,24,36,12,25.0
BELA VISTA DE GOIÁS,infancia e juventude infracional,2020,22,39,20,33.9
BELA VISTA DE GOIÁS,juizado especial civel e criminal,2020,678,607,561,48.03
BELA VISTA DE GOIÁS,juizado especial fazenda publica,2020,25,0,25,100.0
BOM JESUS DE GOIÁS,civel,2020,214,314,168,34.85
BOM JESUS DE GOIÁS,criminal,2020,385,300,266,47.0
BOM JESUS DE GOIÁS,execucao penal,2020,2,180,1,0.55
BOM JESUS DE GOIÁS,familia - interior,2020,344,344,177,33.97
BOM JESUS DE GOIÁS,fazenda publica mista,2020,63,533,34,6.0
BOM JESUS DE GOIÁS,infancia e juventude civel,2020,2,4,0,0.0
BOM JESUS DE GOIÁS,infancia e juventude infracional,2020,49,24,39,61.9
BOM JESUS DE GOIÁS,juizado especial civel,2020,783,282,649,69.71
BOM JESUS DE GOIÁS,juizado especial criminal,2020,264,96,209,68.52
BOM JESUS DE GOIÁS,juizado especial fazenda publica,2020,19,3,17,85.0
BURITI ALEGRE,civel,2020,158,185,116,38.54
BURITI ALEGRE,criminal,2020,234,253,126,33.25
BURITI ALEGRE,execucao penal,2020,1,91,1,1.09
BURITI ALEGRE,familia - interior,2020,163,213,91,29.93
BURITI ALEGRE,fazenda publica mista,2020,70,261,40,13.29
BURITI ALEGRE,infancia e juventude civel,2020,18,10,14,58.33
BURITI ALEGRE,infancia e juventude infracional,2020,15,29,9,23.68
BURITI ALEGRE,juizado especial civel,2020,466,387,348,47.35
BURITI ALEGRE,juizado especial criminal,2020,87,122,59,32.6
BURITI ALEGRE,juizado especial fazenda publica,2020,15,0,15,100.0
CACHOEIRA ALTA,civel,2020,157,168,116,40.85
CACHOEIRA ALTA,criminal,2020,187,174,100,36.5
CACHOEIRA ALTA,familia - interior,2020,176,197,89,31.12
CACHOEIRA ALTA,fazenda publica mista,2020,142,99,137,58.05
CACHOEIRA ALTA,infancia e juventude civel,2020,16,13,8,38.1
CACHOEIRA ALTA,infancia e juventude infracional,2020,5,9,2,18.18
CACHOEIRA ALTA,juizado especial civel,2020,98,76,73,48.99
CACHOEIRA ALTA,juizado especial criminal,2020,46,282,37,11.6
CACHOEIRA ALTA,juizado especial fazenda publica,2020,4,0,4,100.0
CACHOEIRA DOURADA,civel,2020,191,254,145,36.34
CACHOEIRA DOURADA,criminal,2020,153,213,79,27.05
CACHOEIRA DOURADA,familia - interior,2020,212,228,114,33.33
CACHOEIRA DOURADA,fazenda publica mista,2020,93,418,58,12.18
CACHOEIRA DOURADA,infancia e juventude civel,2020,3,13,1,7.14
CACHOEIRA DOURADA,infancia e juventude infracional,2020,17,8,13,61.9
CACHOEIRA DOURADA,juizado especial civel,2020,252,423,136,24.33
CACHOEIRA DOURADA,juizado especial criminal,2020,29,32,21,39.62
CACHOEIRA DOURADA,juizado especial fazenda publica,2020,20,0,20,100.0
CAIAPÔNIA,civel,2020,239,241,217,47.38
CAIAPÔNIA,criminal,2020,585,632,323,33.82
CAIAPÔNIA,execucao penal,2020,1,201,0,0.0
CAIAPÔNIA,familia - interior,2020,323,283,272,49.01
CAIAPÔNIA,fazenda publica mista,2020,811,814,706,46.45
CAIAPÔNIA,infancia e juventude civel,2020,7,11,4,26.67
CAIAPÔNIA,infancia e juventude infracional,2020,33,11,30,73.17
CAIAPÔNIA,juizado especial civel,2020,561,490,520,51.49
CAIAPÔNIA,juizado especial criminal,2020,155,92,151,62.14
CAIAPÔNIA,juizado especial fazenda publica,2020,26,8,18,69.23
CALDAS NOVAS,civel,2020,1778,1824,1630,47.19
CALDAS NOVAS,crimes dolosos,2020,31,123,29,19.08
CALDAS NOVAS,criminal,2020,1794,2650,1115,29.61
CALDAS NOVAS,execucao penal,2020,15,225,7,3.02
CALDAS NOVAS,familia - interior,2020,1213,1075,953,46.99
CALDAS NOVAS,fazenda publica estadual interior,2020,730,648,647,49.96
CALDAS NOVAS,fazenda publica municipal interior,2020,1359,1316,1328,50.23
CALDAS NOVAS,infancia e juventude,2020,2,0,2,100.0
CALDAS NOVAS,infancia e juventude civel,2020,50,103,27,20.77
CALDAS NOVAS,infancia e juventude infracional,2020,139,170,117,40.77
CALDAS NOVAS,juizado especial civel,2020,3193,3605,2573,41.65
CALDAS NOVAS,juizado especial criminal,2020,547,323,525,61.91
CALDAS NOVAS,juizado especial fazenda publica,2020,157,3,154,98.09
CAMPINORTE,civel,2020,194,221,153,40.91
CAMPINORTE,criminal,2020,262,265,179,40.32
CAMPINORTE,execucao penal,2020,1,3,0,0.0
CAMPINORTE,familia - interior,2020,312,317,197,38.33
CAMPINORTE,fazenda publica mista,2020,142,295,114,27.87
CAMPINORTE,infancia e juventude civel,2020,17,12,11,47.83
CAMPINORTE,infancia e juventude infracional,2020,21,26,20,43.48
CAMPINORTE,juizado especial civel,2020,463,420,318,43.09
CAMPINORTE,juizado especial criminal,2020,94,42,85,66.93
CAMPINORTE,juizado especial fazenda publica,2020,80,7,74,91.36
CAMPOS BELOS,civel,2020,212,164,201,55.07
CAMPOS BELOS,criminal,2020,575,552,445,44.63
CAMPOS BELOS,familia - interior,2020,196,231,158,40.62
CAMPOS BELOS,fazenda publica mista,2020,490,202,482,70.47
CAMPOS BELOS,infancia e juventude civel,2020,20,32,11,25.58
CAMPOS BELOS,infancia e juventude infracional,2020,50,76,47,38.21
CAMPOS BELOS,juizado especial civel,2020,145,193,60,23.72
CAMPOS BELOS,juizado especial civel e criminal,2020,94,762,68,8.19
CAMPOS BELOS,juizado especial fazenda publica,2020,17,0,17,100.0
CARMO DO RIO VERDE,civel,2020,107,119,90,43.06
CARMO DO RIO VERDE,criminal,2020,159,199,115,36.62
CARMO DO RIO VERDE,familia - interior,2020,138,114,98,46.23
CARMO DO RIO VERDE,fazenda publica mista,2020,200,341,190,35.78
CARMO DO RIO VERDE,infancia e juventude civel,2020,11,12,7,36.84
CARMO DO RIO VERDE,infancia e juventude infracional,2020,4,23,3,11.54
CARMO DO RIO VERDE,juizado especial civel,2020,157,192,110,36.42
CARMO DO RIO VERDE,juizado especial criminal,2020,83,62,76,55.07
CARMO DO RIO VERDE,juizado especial fazenda publica,2020,11,0,11,100.0
CATALÃO,civel,2020,1328,926,1186,56.16
CATALÃO,criminal,2020,2128,1627,1511,48.15
CATALÃO,execucao de pena alternativa,2020,1,16,0,0.0
CATALÃO,familia - interior,2020,1392,1053,1081,50.66
CATALÃO,fazenda publica estadual interior,2020,265,380,262,40.81
CATALÃO,fazenda publica municipal interior,2020,486,474,349,42.41
CATALÃO,infancia e juventude civel,2020,77,51,55,51.89
CATALÃO,infancia e juventude infracional,2020,176,205,131,38.99
CATALÃO,juizado criminal,2020,1,1,0,0.0
CATALÃO,juizado especial civel,2020,3665,3470,2398,40.87
CATALÃO,juizado especial criminal,2020,869,749,601,44.52
CATALÃO,juizado especial fazenda publica,2020,239,18,231,92.77
CATALÃO,reclusao,2020,1,20,0,0.0
CAVALCANTE,civel,2020,105,42,99,70.21
CAVALCANTE,criminal,2020,291,103,275,72.75
CAVALCANTE,familia - interior,2020,88,78,62,44.29
CAVALCANTE,fazenda publica mista,2020,76,76,75,49.67
CAVALCANTE,infancia e juventude civel,2020,5,8,2,20.0
CAVALCANTE,infancia e juventude infracional,2020,13,6,11,64.71
CAVALCANTE,juizado especial civel,2020,40,37,30,44.78
CAVALCANTE,juizado especial criminal,2020,101,54,99,64.71
CAVALCANTE,juizado especial fazenda publica,2020,6,0,6,100.0
CAÇU,civel,2020,316,553,264,32.31
CAÇU,criminal,2020,363,350,253,41.96
CAÇU,familia - interior,2020,246,449,158,26.03
CAÇU,fazenda publica mista,2020,172,192,168,46.67
CAÇU,infancia e juventude civel,2020,18,30,11,26.83
CAÇU,infancia e juventude infracional,2020,11,58,8,12.12
CAÇU,juizado especial civel,2020,204,49,200,80.32
CAÇU,juizado especial criminal,2020,183,780,131,14.38
CAÇU,juizado especial fazenda publica,2020,19,0,19,100.0
CERES,civel,2020,438,357,332,48.19
CERES,crimes dolosos,2020,2,7,1,12.5
CERES,criminal,2020,511,344,398,53.64
CERES,familia - interior,2020,426,321,293,47.72
CERES,fazenda publica mista,2020,685,562,602,51.72
CERES,infancia e juventude civel,2020,14,28,12,30.0
CERES,infancia e juventude infracional,2020,36,47,35,42.68
CERES,juizado especial civel,2020,1333,1095,1135,50.9
CERES,juizado especial criminal,2020,180,184,123,40.07
CERES,juizado especial fazenda publica,2020,84,3,81,96.43
CIDADE OCIDENTAL,civel,2020,858,755,726,49.02
CIDADE OCIDENTAL,criminal,2020,1178,1011,674,40.0
CIDADE OCIDENTAL,familia - interior,2020,490,583,329,36.07
CIDADE OCIDENTAL,fazenda publica mista,2020,475,1262,459,26.67
CIDADE OCIDENTAL,infancia e juventude,2020,1,0,1,100.0
CIDADE OCIDENTAL,infancia e juventude civel,2020,75,104,37,26.24
CIDADE OCIDENTAL,infancia e juventude infracional,2020,72,142,17,10.69
CIDADE OCIDENTAL,juizado especial civel,2020,409,645,291,31.09
CIDADE OCIDENTAL,juizado especial criminal,2020,702,623,633,50.4
CIDADE OCIDENTAL,juizado especial fazenda publica,2020,30,1,29,96.67
COCALZINHO DE GOIÁS,civel,2020,125,139,100,41.84
COCALZINHO DE GOIÁS,criminal,2020,489,417,364,46.61
COCALZINHO DE GOIÁS,familia - interior,2020,195,198,141,41.59
COCALZINHO DE GOIÁS,fazenda publica mista,2020,60,131,47,26.4
COCALZINHO DE GOIÁS,infancia e juventude civel,2020,7,9,4,30.77
COCALZINHO DE GOIÁS,infancia e juventude infracional,2020,23,26,17,39.53
COCALZINHO DE GOIÁS,juizado especial civel,2020,177,134,165,55.18
COCALZINHO DE GOIÁS,juizado especial criminal,2020,110,130,100,43.48
COCALZINHO DE GOIÁS,juizado especial fazenda publica,2020,15,0,15,100.0
CORUMBAÍBA,civel,2020,106,136,95,41.13
CORUMBAÍBA,criminal,2020,403,436,171,28.17
CORUMBAÍBA,familia - interior,2020,104,101,90,47.12
CORUMBAÍBA,fazenda publica mista,2020,98,191,86,31.05
CORUMBAÍBA,infancia e juventude civel,2020,10,10,4,28.57
CORUMBAÍBA,infancia e juventude infracional,2020,24,17,23,57.5
CORUMBAÍBA,juizado especial civel,2020,144,157,130,45.3
CORUMBAÍBA,juizado especial criminal,2020,58,81,47,36.72
CORUMBAÍBA,juizado especial fazenda publica,2020,32,0,32,100.0
CORUMBÁ DE GOIÁS,civel,2020,142,171,95,35.71
CORUMBÁ DE GOIÁS,criminal,2020,224,256,117,31.37
CORUMBÁ DE GOIÁS,familia - interior,2020,147,157,66,29.6
CORUMBÁ DE GOIÁS,fazenda publica mista,2020,41,80,24,23.08
CORUMBÁ DE GOIÁS,infancia e juventude civel,2020,3,1,3,75.0
CORUMBÁ DE GOIÁS,infancia e juventude infracional,2020,14,6,13,68.42
CORUMBÁ DE GOIÁS,juizado especial civel,2020,138,194,71,26.79
CORUMBÁ DE GOIÁS,juizado especial criminal,2020,283,534,174,24.58
CORUMBÁ DE GOIÁS,juizado especial fazenda publica,2020,32,0,32,100.0
CRISTALINA,civel,2020,430,462,379,45.07
CRISTALINA,criminal,2020,746,555,521,48.42
CRISTALINA,execucao penal,2020,2,478,1,0.21
CRISTALINA,familia - interior,2020,446,402,339,45.75
CRISTALINA,fazenda publica mista,2020,218,570,188,24.8
CRISTALINA,infancia e juventude civel,2020,32,63,27,30.0
CRISTALINA,infancia e juventude infracional,2020,40,39,38,49.35
CRISTALINA,juizado especial civel,2020,335,309,283,47.8
CRISTALINA,juizado especial criminal,2020,229,197,218,52.53
CRISTALINA,juizado especial fazenda publica,2020,96,11,85,88.54
CRISTALINA,reclusao,2020,1,10,0,0.0
CRIXÁS,civel,2020,155,166,114,40.71
CRIXÁS,criminal,2020,347,298,208,41.11
CRIXÁS,familia - interior,2020,201,249,122,32.88
CRIXÁS,fazenda publica mista,2020,241,266,214,44.58
CRIXÁS,infancia e juventude civel,2020,5,6,2,25.0
CRIXÁS,infancia e juventude infracional,2020,16,9,15,62.5
CRIXÁS,juizado especial civel,2020,246,264,208,44.07
CRIXÁS,juizado especial criminal,2020,130,109,113,50.9
CRIXÁS,juizado especial fazenda publica,2020,18,1,17,94.44
CROMÍNIA,civel,2020,84,62,77,55.4
CROMÍNIA,criminal,2020,162,179,118,39.73
CROMÍNIA,familia - interior,2020,121,78,89,53.29
CROMÍNIA,fazenda publica mista,2020,71,55,67,54.92
CROMÍNIA,infancia e juventude civel,2020,3,2,2,50.0
CROMÍNIA,infancia e juventude infracional,2020,14,4,14,77.78
CROMÍNIA,juizado especial civel,2020,55,56,49,46.67
CROMÍNIA,juizado especial criminal,2020,76,47,71,60.17
CROMÍNIA,juizado especial fazenda publica,2020,13,0,13,100.0
CUMARI,civel,2020,40,39,29,42.65
CUMARI,criminal,2020,92,74,56,43.08
CUMARI,familia - interior,2020,89,73,57,43.85
CUMARI,fazenda publica mista,2020,10,21,8,27.59
CUMARI,infancia e juventude civel,2020,4,1,3,75.0
CUMARI,infancia e juventude infracional,2020,8,7,6,46.15
CUMARI,juizado especial civel,2020,99,85,77,47.53
CUMARI,juizado especial criminal,2020,40,65,34,34.34
CUMARI,juizado especial fazenda publica,2020,3,0,3,100.0
EDÉIA,civel,2020,196,107,183,63.1
EDÉIA,criminal,2020,380,333,217,39.45
EDÉIA,familia - interior,2020,221,251,188,42.82
EDÉIA,fazenda publica mista,2020,99,196,88,30.99
EDÉIA,infancia e juventude civel,2020,2,7,2,22.22
EDÉIA,infancia e juventude infracional,2020,5,20,4,16.67
EDÉIA,juizado especial civel,2020,268,233,258,52.55
EDÉIA,juizado especial criminal,2020,98,65,93,58.86
EDÉIA,juizado especial fazenda publica,2020,15,0,15,100.0
ESTRELA DO NORTE,civel,2020,131,119,104,46.64
ESTRELA DO NORTE,criminal,2020,163,149,87,36.86
ESTRELA DO NORTE,familia - interior,2020,124,108,72,40.0
ESTRELA DO NORTE,fazenda publica mista,2020,234,350,207,37.16
ESTRELA DO NORTE,infancia e juventude civel,2020,4,5,1,16.67
ESTRELA DO NORTE,infancia e juventude infracional,2020,5,20,3,13.04
ESTRELA DO NORTE,juizado especial civel,2020,155,290,89,23.48
ESTRELA DO NORTE,juizado especial criminal,2020,54,119,39,24.68
ESTRELA DO NORTE,juizado especial fazenda publica,2020,10,0,10,100.0
FAZENDA NOVA,civel,2020,218,252,165,39.57
FAZENDA NOVA,criminal,2020,119,145,64,30.62
FAZENDA NOVA,familia - interior,2020,160,165,78,32.1
FAZENDA NOVA,fazenda publica mista,2020,38,79,21,21.0
FAZENDA NOVA,infancia e juventude civel,2020,6,8,1,11.11
FAZENDA NOVA,infancia e juventude infracional,2020,2,10,2,16.67
FAZENDA NOVA,juizado especial civel,2020,162,223,60,21.2
FAZENDA NOVA,juizado especial criminal,2020,38,188,26,12.15
FAZENDA NOVA,juizado especial fazenda publica,2020,18,0,18,100.0
FIRMINÓPOLIS,civel,2020,141,156,115,42.44
FIRMINÓPOLIS,criminal,2020,271,257,132,33.93
FIRMINÓPOLIS,familia - interior,2020,143,182,98,35.0
FIRMINÓPOLIS,fazenda publica mista,2020,145,172,126,42.28
FIRMINÓPOLIS,infancia e juventude civel,2020,11,8,7,46.67
FIRMINÓPOLIS,infancia e juventude infracional,2020,3,9,3,25.0
FIRMINÓPOLIS,juizado especial civel,2020,146,180,96,34.78
FIRMINÓPOLIS,juizado especial criminal,2020,75,216,64,22.86
FIRMINÓPOLIS,juizado especial fazenda publica,2020,58,1,57,98.28
FLORES DE GOIÁS,civel,2020,156,138,134,49.26
FLORES DE GOIÁS,criminal,2020,156,180,107,37.28
FLORES DE GOIÁS,familia - interior,2020,121,145,66,31.28
FLORES DE GOIÁS,fazenda publica mista,2020,222,130,217,62.54
FLORES DE GOIÁS,infancia e juventude civel,2020,4,9,3,25.0
FLORES DE GOIÁS,infancia e juventude infracional,2020,8,14,6,30.0
FLORES DE GOIÁS,juizado especial civel,2020,113,194,85,30.47
FLORES DE GOIÁS,juizado especial criminal,2020,40,27,38,58.46
FLORES DE GOIÁS,juizado especial fazenda publica,2020,4,0,4,100.0
FORMOSA,civel,2020,1050,1540,798,34.13
FORMOSA,crimes dolosos,2020,4,93,1,1.06
FORMOSA,criminal,2020,2095,2097,1173,35.87
FORMOSA,execucao de pena alternativa,2020,4,66,4,5.71
FORMOSA,execucao penal,2020,8,130,1,0.76
FORMOSA,familia - interior,2020,1002,1443,686,32.22
FORMOSA,fazenda publica mista,2020,3180,549,3100,84.95
FORMOSA,infancia e juventude civel,2020,86,132,30,18.52
FORMOSA,infancia e juventude infracional,2020,202,349,81,18.84
FORMOSA,juizado criminal,2020,8,5,8,61.54
FORMOSA,juizado especial civel,2020,1224,2163,781,26.53
FORMOSA,juizado especial criminal,2020,478,721,428,37.25
FORMOSA,juizado especial fazenda publica,2020,148,2,147,98.66
FORMOSO,civel,2020,261,117,238,67.04
FORMOSO,criminal,2020,100,85,66,43.71
FORMOSO,execucao penal,2020,2,53,2,3.64
FORMOSO,familia - interior,2020,115,168,68,28.81
FORMOSO,fazenda publica mista,2020,320,147,316,68.25
FORMOSO,infancia e juventude civel,2020,7,26,2,7.14
FORMOSO,infancia e juventude infracional,2020,3,6,2,25.0
FORMOSO,juizado especial civel,2020,835,540,695,56.28
FORMOSO,juizado especial criminal,2020,45,41,44,51.76
FORMOSO,juizado especial fazenda publica,2020,27,0,27,100.0
GOIANDIRA,civel,2020,79,136,63,31.66
GOIANDIRA,criminal,2020,133,103,90,46.63
GOIANDIRA,familia - interior,2020,81,158,57,26.51
GOIANDIRA,fazenda publica mista,2020,54,139,44,24.04
GOIANDIRA,infancia e juventude civel,2020,10,22,6,21.43
GOIANDIRA,infancia e juventude infracional,2020,29,26,25,49.02
GOIANDIRA,juizado especial civel,2020,133,583,77,11.67
GOIANDIRA,juizado especial criminal,2020,72,92,62,40.26
GOIANDIRA,juizado especial fazenda publica,2020,22,7,15,68.18
GOIANIRA,civel,2020,649,718,592,45.19
GOIANIRA,crimes dolosos,2020,8,11,6,35.29
GOIANIRA,criminal,2020,918,901,680,43.01
