comarca,nome_area_acao,ano_ref,Distribuidos_ano,Baixados_ano,Pendentes_ano,Taxa_Cong_anual (%)
ALTO PARAÍSO DE GOIÁS,infancia e juventude infracional,2025,12,21,9,30.0
ALTO PARAÍSO DE GOIÁS,juizado especial civel,2025,187,225,159,41.41
ALTO PARAÍSO DE GOIÁS,juizado especial criminal,2025,101,168,95,36.12
ALTO PARAÍSO DE GOIÁS,juizado especial fazenda publica,2025,41,41,39,48.75
ALVORADA DO NORTE,civel,2025,365,323,299,48.07
ALVORADA DO NORTE,criminal,2025,501,635,319,33.44
ALVORADA DO NORTE,execucao penal,2025,77,32,76,70.37
ALVORADA DO NORTE,familia - interior,2025,272,288,174,37.66
ALVORADA DO NORTE,fazenda publica mista,2025,240,395,202,33.84
ALVORADA DO NORTE,infancia e juventude civel,2025,16,22,12,35.29
ALVORADA DO NORTE,infancia e juventude infracional,2025,15,30,5,14.29
ALVORADA DO NORTE,juizado especial civel,2025,120,182,86,32.09
ALVORADA DO NORTE,juizado especial criminal,2025,185,194,116,37.42
ALVORADA DO NORTE,juizado especial fazenda publica,2025,68,53,60,53.1
ANICUNS,civel,2025,688,471,522,52.57
ANICUNS,criminal,2025,372,605,180,22.93
ANICUNS,execucao penal,2025,187,57,160,73.73
ANICUNS,familia - interior,2025,270,284,151,34.71
ANICUNS,fazenda publica mista,2025,750,947,622,39.64
ANICUNS,infancia e juventude civel,2025,14,15,4,21.05
ANICUNS,infancia e juventude infracional,2025,31,23,24,51.06
ANICUNS,juizado especial civel,2025,575,591,269,31.28
ANICUNS,juizado especial criminal,2025,104,121,47,27.98
ANICUNS,juizado especial fazenda publica,2025,80,277,57,17.07
ANICUNS,preprocessual,2025,38,62,1,1.59
ANÁPOLIS,criminal,2025,457,728,15,2.02
ANÁPOLIS,execucao de pena alternativa,2025,3,0,3,100.0
ANÁPOLIS,execucao penal,2025,1282,2299,979,29.87
ANÁPOLIS,fazenda publica estadual - execucao fiscal,2025,163,1835,149,7.51
ANÁPOLIS,fazenda publica estadual interior,2025,444,881,334,27.49
ANÁPOLIS,fazenda publica municipal - execucao fiscal,2025,90,53373,74,0.14
ANÁPOLIS,fazenda publica municipal interior,2025,675,1701,543,24.2
ANÁPOLIS,infancia e juventude civel,2025,541,655,344,34.43
ANÁPOLIS,infancia e juventude infracional,2025,373,526,187,26.23
ANÁPOLIS,juizado de violencia domestica,2025,2799,3119,1136,26.7
ANÁPOLIS,juizado especial civel,2025,15227,17600,7200,29.03
ANÁPOLIS,juizado especial criminal,2025,991,1170,766,39.57
ANÁPOLIS,juizado especial fazenda publica,2025,1359,2080,957,31.51
ANÁPOLIS,preprocessual,2025,970,1568,206,11.61
ANÁPOLIS,upj civel,2025,11671,10695,8892,45.4
ANÁPOLIS,upj criminal,2025,3519,5404,1883,25.84
ANÁPOLIS,upj familia interior,2025,5509,6656,3193,32.42
APARECIDA DE GOIÂNIA,criminal,2025,794,1132,201,15.08
APARECIDA DE GOIÂNIA,execucao penal,2025,1149,816,1064,56.6
APARECIDA DE GOIÂNIA,fazenda publica estadual - execucao fiscal,2025,119,2021,117,5.47
APARECIDA DE GOIÂNIA,fazenda publica estadual interior,2025,6003,6596,886,11.84
APARECIDA DE GOIÂNIA,fazenda publica municipal - execucao fiscal,2025,735,4724,699,12.89
APARECIDA DE GOIÂNIA,fazenda publica municipal interior,2025,658,1081,614,36.22
APARECIDA DE GOIÂNIA,infancia e juventude civel,2025,734,873,464,34.7
APARECIDA DE GOIÂNIA,infancia e juventude infracional,2025,349,439,129,22.71
APARECIDA DE GOIÂNIA,juizado especial criminal,2025,885,1383,540,28.08
APARECIDA DE GOIÂNIA,juizado especial fazenda publica,2025,1595,2562,1417,35.61
APARECIDA DE GOIÂNIA,preprocessual,2025,1180,1380,232,14.39
APARECIDA DE GOIÂNIA,upj civel,2025,15554,15033,12883,46.15
APARECIDA DE GOIÂNIA,upj criminal,2025,4110,5292,1819,25.58
APARECIDA DE GOIÂNIA,upj de violencia domestica,2025,3831,4382,1493,25.41
APARECIDA DE GOIÂNIA,upj dos juizados especiais civeis,2025,9593,11596,5912,33.77
APARECIDA DE GOIÂNIA,upj familia interior,2025,6434,7372,3833,34.21
ARAGARÇAS,civel,2025,556,602,421,41.15
ARAGARÇAS,criminal,2025,588,1124,322,22.27
ARAGARÇAS,execucao penal,2025,235,128,211,62.24
ARAGARÇAS,familia - interior,2025,324,465,206,30.7
ARAGARÇAS,fazenda publica mista,2025,486,972,405,29.41
ARAGARÇAS,infancia e juventude civel,2025,21,29,14,32.56
ARAGARÇAS,infancia e juventude infracional,2025,9,18,6,25.0
ARAGARÇAS,juizado especial civel,2025,449,529,320,37.69
ARAGARÇAS,juizado especial criminal,2025,41,102,25,19.69
ARAGARÇAS,juizado especial fazenda publica,2025,166,171,78,31.33
ARAÇU,civel,2025,190,119,173,59.25
ARAÇU,criminal,2025,151,130,108,45.38
ARAÇU,execucao penal,2025,34,29,32,52.46
ARAÇU,familia - interior,2025,98,101,67,39.88
ARAÇU,fazenda publica mista,2025,191,235,153,39.43
ARAÇU,infancia e juventude civel,2025,5,8,3,27.27
ARAÇU,infancia e juventude infracional,2025,2,7,2,22.22
ARAÇU,juizado especial civel,2025,118,89,101,53.16
ARAÇU,juizado especial criminal,2025,23,23,20,46.51
ARAÇU,juizado especial fazenda publica,2025,33,78,24,23.53
ARUANÃ,civel,2025,278,316,222,41.26
ARUANÃ,criminal,2025,355,523,191,26.75
ARUANÃ,execucao penal,2025,100,56,96,63.16
ARUANÃ,familia - interior,2025,145,208,95,31.35
ARUANÃ,fazenda publica mista,2025,253,606,202,25.0
ARUANÃ,infancia e juventude civel,2025,21,11,17,60.71
ARUANÃ,infancia e juventude infracional,2025,12,42,6,12.5
ARUANÃ,juizado especial civel,2025,126,172,106,38.13
ARUANÃ,juizado especial criminal,2025,52,139,29,17.26
ARUANÃ,juizado especial fazenda publica,2025,32,71,29,29.0
AURILÂNDIA,civel,2025,67,80,62,43.66
AURILÂNDIA,criminal,2025,84,131,53,28.8
AURILÂNDIA,execucao penal,2025,34,18,32,64.0
AURILÂNDIA,familia - interior,2025,53,72,45,38.46
AURILÂNDIA,fazenda publica mista,2025,157,176,148,45.68
AURILÂNDIA,infancia e juventude civel,2025,8,5,5,50.0
AURILÂNDIA,infancia e juventude infracional,2025,3,5,0,0.0
AURILÂNDIA,juizado especial civel,2025,62,77,60,43.8
AURILÂNDIA,juizado especial criminal,2025,26,28,23,45.1
AURILÂNDIA,juizado especial fazenda publica,2025,8,19,8,29.63
BARRO ALTO,civel,2025,210,150,181,54.68
BARRO ALTO,criminal,2025,295,289,199,40.78
BARRO ALTO,execucao penal,2025,12,35,11,23.91
BARRO ALTO,familia - interior,2025,120,203,82,28.77
BARRO ALTO,fazenda publica mista,2025,69,74,64,46.38
BARRO ALTO,infancia e juventude civel,2025,12,12,10,45.45
BARRO ALTO,infancia e juventude infracional,2025,15,32,11,25.58
BARRO ALTO,juizado especial civel,2025,68,159,51,24.29
BARRO ALTO,juizado especial criminal,2025,56,50,51,50.5
BARRO ALTO,juizado especial fazenda publica,2025,18,15,18,54.55
BELA VISTA DE GOIÁS,civel,2025,692,686,576,45.64
BELA VISTA DE GOIÁS,criminal,2025,495,734,195,20.99
BELA VISTA DE GOIÁS,execucao penal,2025,103,72,96,57.14
BELA VISTA DE GOIÁS,familia - interior,2025,302,364,223,37.99
BELA VISTA DE GOIÁS,fazenda publica mista,2025,108,266,78,22.67
BELA VISTA DE GOIÁS,infancia e juventude civel,2025,26,31,17,35.42
BELA VISTA DE GOIÁS,infancia e juventude infracional,2025,17,14,12,46.15
BELA VISTA DE GOIÁS,juizado especial civel,2025,877,875,653,42.74
BELA VISTA DE GOIÁS,juizado especial criminal,2025,114,110,64,36.78
BELA VISTA DE GOIÁS,juizado especial fazenda publica,2025,114,237,89,27.3
BOM JESUS DE GOIÁS,civel,2025,479,422,375,47.05
BOM JESUS DE GOIÁS,criminal,2025,373,492,232,32.04
BOM JESUS DE GOIÁS,execucao penal,2025,89,53,88,62.41
BOM JESUS DE GOIÁS,familia - interior,2025,304,384,156,28.89
BOM JESUS DE GOIÁS,fazenda publica mista,2025,47,175,26,12.94
BOM JESUS DE GOIÁS,infancia e juventude civel,2025,18,19,9,32.14
BOM JESUS DE GOIÁS,infancia e juventude infracional,2025,7,9,3,25.0
BOM JESUS DE GOIÁS,juizado especial civel,2025,378,354,247,41.1
BOM JESUS DE GOIÁS,juizado especial criminal,2025,52,77,37,32.46
BOM JESUS DE GOIÁS,juizado especial fazenda publica,2025,44,46,43,48.31
BURITI ALEGRE,civel,2025,336,222,307,58.03
BURITI ALEGRE,criminal,2025,169,203,103,33.66
BURITI ALEGRE,execucao penal,2025,19,27,19,41.3
BURITI ALEGRE,familia - interior,2025,141,132,109,45.23
BURITI ALEGRE,fazenda publica mista,2025,67,128,48,27.27
BURITI ALEGRE,infancia e juventude civel,2025,16,10,10,50.0
BURITI ALEGRE,infancia e juventude infracional,2025,5,23,2,8.0
BURITI ALEGRE,juizado especial civel,2025,361,488,274,35.96
BURITI ALEGRE,juizado especial criminal,2025,49,58,11,15.94
BURITI ALEGRE,juizado especial fazenda publica,2025,15,20,12,37.5
CACHOEIRA ALTA,civel,2025,231,269,175,39.41
CACHOEIRA ALTA,criminal,2025,263,307,120,28.1
CACHOEIRA ALTA,execucao penal,2025,40,72,35,32.71
CACHOEIRA ALTA,familia - interior,2025,175,207,94,31.23
CACHOEIRA ALTA,fazenda publica mista,2025,147,357,99,21.71
CACHOEIRA ALTA,infancia e juventude civel,2025,9,11,4,26.67
CACHOEIRA ALTA,infancia e juventude infracional,2025,14,12,11,47.83
CACHOEIRA ALTA,juizado especial civel,2025,299,319,158,33.12
CACHOEIRA ALTA,juizado especial criminal,2025,88,110,44,28.57
CACHOEIRA ALTA,juizado especial fazenda publica,2025,27,52,14,21.21
CAIAPÔNIA,civel,2025,593,714,432,37.7
CAIAPÔNIA,criminal,2025,370,413,241,36.85
CAIAPÔNIA,execucao penal,2025,38,45,38,45.78
CAIAPÔNIA,familia - interior,2025,326,453,178,28.21
CAIAPÔNIA,fazenda publica mista,2025,1356,1808,1232,40.53
CAIAPÔNIA,infancia e juventude civel,2025,13,14,7,33.33
CAIAPÔNIA,infancia e juventude infracional,2025,31,30,18,37.5
CAIAPÔNIA,juizado especial civel,2025,649,984,438,30.8
CAIAPÔNIA,juizado especial criminal,2025,67,75,60,44.44
CAIAPÔNIA,juizado especial fazenda publica,2025,63,46,61,57.01
CALDAS NOVAS,civel,2025,3160,3128,2578,45.18
CALDAS NOVAS,criminal,2025,2482,3377,1335,28.33
CALDAS NOVAS,execucao penal,2025,1542,1334,785,37.05
CALDAS NOVAS,familia - interior,2025,1340,1726,987,36.38
CALDAS NOVAS,fazenda publica estadual - execucao fiscal,2025,122,1099,68,5.83
CALDAS NOVAS,fazenda publica estadual interior,2025,732,1167,644,35.56
CALDAS NOVAS,fazenda publica municipal - execucao fiscal,2025,23,2118,17,0.8
CALDAS NOVAS,fazenda publica municipal interior,2025,261,262,246,48.43
CALDAS NOVAS,infancia e juventude civel,2025,113,124,87,41.23
CALDAS NOVAS,infancia e juventude infracional,2025,144,191,83,30.29
CALDAS NOVAS,juizado especial civel,2025,3792,4972,2782,35.88
CALDAS NOVAS,juizado especial criminal,2025,356,537,249,31.68
CALDAS NOVAS,juizado especial fazenda publica,2025,256,567,230,28.86
CALDAS NOVAS,preprocessual,2025,1691,1299,679,34.33
CAMPINORTE,civel,2025,420,512,296,36.63
CAMPINORTE,criminal,2025,311,392,196,33.33
CAMPINORTE,execucao penal,2025,55,46,54,54.0
CAMPINORTE,familia - interior,2025,264,371,161,30.26
CAMPINORTE,fazenda publica mista,2025,78,219,51,18.89
CAMPINORTE,infancia e juventude civel,2025,7,12,6,33.33
CAMPINORTE,infancia e juventude infracional,2025,18,26,11,29.73
CAMPINORTE,juizado especial civel,2025,558,711,377,34.65
CAMPINORTE,juizado especial criminal,2025,83,93,48,34.04
CAMPINORTE,juizado especial fazenda publica,2025,347,102,344,77.13
CAMPOS BELOS,civel,2025,350,359,282,43.99
CAMPOS BELOS,criminal,2025,429,830,217,20.73
CAMPOS BELOS,execucao penal,2025,152,61,142,69.95
CAMPOS BELOS,familia - interior,2025,194,301,144,32.36
CAMPOS BELOS,fazenda publica mista,2025,166,484,116,19.33
CAMPOS BELOS,infancia e juventude civel,2025,15,14,9,39.13
CAMPOS BELOS,infancia e juventude infracional,2025,20,49,15,23.44
CAMPOS BELOS,juizado especial civel,2025,365,294,308,51.16
CAMPOS BELOS,juizado especial civel e criminal,2025,111,163,65,28.51
CAMPOS BELOS,juizado especial fazenda publica,2025,39,53,35,39.77
CATALÃO,criminal,2025,2980,3578,1279,26.33
CATALÃO,execucao penal,2025,626,747,471,38.67
CATALÃO,familia - interior,2025,1643,2086,1037,33.21
CATALÃO,fazenda publica estadual - execucao fiscal,2025,116,731,77,9.53
CATALÃO,fazenda publica estadual interior,2025,346,501,283,36.1
CATALÃO,fazenda publica municipal - execucao fiscal,2025,12,939,9,0.95
CATALÃO,fazenda publica municipal interior,2025,172,337,126,27.21
CATALÃO,infancia e juventude civel,2025,227,175,137,43.91
CATALÃO,infancia e juventude infracional,2025,119,110,73,39.89
CATALÃO,juizado especial fazenda publica,2025,297,819,238,22.52
CATALÃO,preprocessual,2025,908,750,255,25.37
CATALÃO,upj civel,2025,2596,2320,2251,49.25
CATALÃO,upj dos juizados especiais civeis,2025,4642,5566,2170,28.05
CATALÃO,upj juizado especial criminal,2025,582,682,289,29.76
CAVALCANTE,civel,2025,111,152,83,35.32
CAVALCANTE,criminal,2025,291,483,123,20.3
CAVALCANTE,execucao penal,2025,92,49,85,63.43
CAVALCANTE,familia - interior,2025,210,209,142,40.46
CAVALCANTE,fazenda publica mista,2025,170,373,138,27.01
CAVALCANTE,infancia e juventude civel,2025,22,14,17,54.84
CAVALCANTE,infancia e juventude infracional,2025,9,11,3,21.43
CAVALCANTE,juizado especial civel,2025,65,115,38,24.84
CAVALCANTE,juizado especial criminal,2025,36,47,30,38.96
CAVALCANTE,juizado especial fazenda publica,2025,23,20,23,53.49
CAÇU,civel,2025,459,604,358,37.21
CAÇU,criminal,2025,416,479,231,32.54
CAÇU,execucao penal,2025,65,91,56,38.1
CAÇU,familia - interior,2025,312,353,191,35.11
CAÇU,fazenda publica mista,2025,380,417,287,40.77
CAÇU,infancia e juventude civel,2025,20,28,11,28.21
CAÇU,infancia e juventude infracional,2025,30,25,10,28.57
CAÇU,juizado especial civel,2025,441,795,307,27.86
CAÇU,juizado especial criminal,2025,75,186,46,19.83
CAÇU,juizado especial fazenda publica,2025,41,70,37,34.58
CERES,civel,2025,614,550,506,47.92
CERES,criminal,2025,524,802,316,28.26
CERES,execucao penal,2025,190,110,173,61.13
CERES,familia - interior,2025,356,445,228,33.88
CERES,fazenda publica mista,2025,933,1351,874,39.28
CERES,infancia e juventude civel,2025,69,46,48,51.06
CERES,infancia e juventude infracional,2025,45,35,39,52.7
CERES,juizado especial civel,2025,1261,1756,793,31.11
CERES,juizado especial criminal,2025,112,137,69,33.5
CERES,juizado especial fazenda publica,2025,88,368,76,17.12
CERES,preprocessual,2025,15,26,0,0.0
CIDADE OCIDENTAL,civel,2025,1508,1603,1082,40.3
CIDADE OCIDENTAL,criminal,2025,1293,1198,655,35.35
CIDADE OCIDENTAL,execucao penal,2025,302,212,246,53.71
CIDADE OCIDENTAL,familia - interior,2025,913,1037,467,31.05
CIDADE OCIDENTAL,fazenda publica mista,2025,198,1312,168,11.35
CIDADE OCIDENTAL,infancia e juventude civel,2025,104,105,59,35.98
CIDADE OCIDENTAL,infancia e juventude infracional,2025,69,82,17,17.17
CIDADE OCIDENTAL,juizado especial civel,2025,2462,2188,1372,38.54
CIDADE OCIDENTAL,juizado especial criminal,2025,566,823,200,19.55
CIDADE OCIDENTAL,juizado especial fazenda publica,2025,84,133,69,34.16
CIDADE OCIDENTAL,preprocessual,2025,3703,3895,615,13.64
COCALZINHO DE GOIÁS,civel,2025,295,233,271,53.77
COCALZINHO DE GOIÁS,criminal,2025,657,852,382,30.96
COCALZINHO DE GOIÁS,execucao penal,2025,118,68,113,62.43
COCALZINHO DE GOIÁS,familia - interior,2025,228,329,174,34.59
COCALZINHO DE GOIÁS,fazenda publica mista,2025,58,204,32,13.56
COCALZINHO DE GOIÁS,infancia e juventude civel,2025,12,15,6,28.57
COCALZINHO DE GOIÁS,infancia e juventude infracional,2025,55,34,48,58.54
COCALZINHO DE GOIÁS,juizado especial civel,2025,241,240,201,45.58
COCALZINHO DE GOIÁS,juizado especial criminal,2025,150,201,117,36.79
COCALZINHO DE GOIÁS,juizado especial fazenda publica,2025,23,47,23,32.86
CORUMBAÍBA,civel,2025,153,207,121,36.89
CORUMBAÍBA,criminal,2025,231,336,143,29.85
CORUMBAÍBA,execucao penal,2025,62,40,54,57.45
CORUMBAÍBA,familia - interior,2025,116,218,78,26.35
CORUMBAÍBA,fazenda publica mista,2025,47,249,34,12.01
CORUMBAÍBA,infancia e juventude civel,2025,11,23,4,14.81
CORUMBAÍBA,infancia e juventude infracional,2025,11,14,5,26.32
CORUMBAÍBA,juizado especial civel,2025,240,577,139,19.41
CORUMBAÍBA,juizado especial criminal,2025,60,63,39,38.24
CORUMBAÍBA,juizado especial fazenda publica,2025,54,120,45,27.27
CORUMBÁ DE GOIÁS,civel,2025,150,223,98,30.53
CORUMBÁ DE GOIÁS,criminal,2025,183,335,77,18.69
CORUMBÁ DE GOIÁS,execucao penal,2025,44,41,42,50.6
CORUMBÁ DE GOIÁS,familia - interior,2025,127,168,55,24.66
CORUMBÁ DE GOIÁS,fazenda publica mista,2025,44,72,29,28.71
CORUMBÁ DE GOIÁS,infancia e juventude civel,2025,12,10,7,41.18
CORUMBÁ DE GOIÁS,infancia e juventude infracional,2025,9,9,5,35.71
CORUMBÁ DE GOIÁS,juizado especial civel,2025,220,219,99,31.13
CORUMBÁ DE GOIÁS,juizado especial criminal,2025,58,90,26,22.41
CORUMBÁ DE GOIÁS,juizado especial fazenda publica,2025,29,65,18,21.69
CRISTALINA,civel,2025,958,1013,764,42.99
CRISTALINA,criminal,2025,1030,1213,608,33.39
CRISTALINA,execucao penal,2025,157,203,136,40.12
CRISTALINA,familia - interior,2025,533,651,366,35.99
CRISTALINA,fazenda publica mista,2025,250,585,202,25.67
CRISTALINA,infancia e juventude civel,2025,87,97,49,33.56
CRISTALINA,infancia e juventude infracional,2025,34,48,25,34.25
CRISTALINA,juizado especial civel,2025,685,612,520,45.94
CRISTALINA,juizado especial criminal,2025,182,209,122,36.86
CRISTALINA,juizado especial fazenda publica,2025,201,278,156,35.94
CRIXÁS,civel,2025,329,279,277,49.82
CRIXÁS,criminal,2025,270,350,200,36.36
CRIXÁS,execucao penal,2025,112,73,91,55.49
CRIXÁS,familia - interior,2025,192,240,115,32.39
CRIXÁS,fazenda publica mista,2025,379,547,345,38.68
CRIXÁS,infancia e juventude civel,2025,6,7,5,41.67
CRIXÁS,infancia e juventude infracional,2025,13,14,13,48.15
CRIXÁS,juizado especial civel,2025,204,339,162,32.34
CRIXÁS,juizado especial criminal,2025,23,87,14,13.86
CRIXÁS,juizado especial fazenda publica,2025,12,18,12,40.0
EDÉIA,civel,2025,355,273,331,54.8
EDÉIA,criminal,2025,452,397,287,41.96
EDÉIA,execucao penal,2025,67,86,60,41.1
EDÉIA,familia - interior,2025,201,237,184,43.71
EDÉIA,fazenda publica mista,2025,129,293,121,29.23
EDÉIA,infancia e juventude civel,2025,6,5,4,44.44
EDÉIA,infancia e juventude infracional,2025,20,23,17,42.5
EDÉIA,juizado especial civel,2025,296,227,270,54.33
EDÉIA,juizado especial criminal,2025,61,77,41,34.75
EDÉIA,juizado especial fazenda publica,2025,12,53,12,18.46
ESTRELA DO NORTE,civel,2025,295,472,238,33.52
ESTRELA DO NORTE,criminal,2025,118,148,71,32.42
ESTRELA DO NORTE,execucao penal,2025,34,27,32,54.24
ESTRELA DO NORTE,familia - interior,2025,94,141,58,29.15
ESTRELA DO NORTE,fazenda publica mista,2025,196,483,155,24.29
ESTRELA DO NORTE,infancia e juventude civel,2025,5,5,2,28.57
ESTRELA DO NORTE,infancia e juventude infracional,2025,7,9,2,18.18
ESTRELA DO NORTE,juizado especial civel,2025,326,224,231,50.77
ESTRELA DO NORTE,juizado especial criminal,2025,20,28,14,33.33
ESTRELA DO NORTE,juizado especial fazenda publica,2025,23,65,18,21.69
FAZENDA NOVA,civel,2025,158,149,120,44.61
FAZENDA NOVA,criminal,2025,91,163,33,16.84
FAZENDA NOVA,execucao penal,2025,33,35,32,47.76
FAZENDA NOVA,familia - interior,2025,124,183,65,26.21
FAZENDA NOVA,fazenda publica mista,2025,238,372,210,36.08
FAZENDA NOVA,infancia e juventude civel,2025,4,5,2,28.57
FAZENDA NOVA,infancia e juventude infracional,2025,2,3,0,0.0
FAZENDA NOVA,juizado especial civel,2025,127,166,61,26.87
FAZENDA NOVA,juizado especial criminal,2025,14,27,11,28.95
FAZENDA NOVA,juizado especial fazenda publica,2025,51,80,48,37.5
FIRMINÓPOLIS,civel,2025,234,157,213,57.57
FIRMINÓPOLIS,criminal,2025,187,188,129,40.69
FIRMINÓPOLIS,execucao penal,2025,63,40,55,57.89
FIRMINÓPOLIS,familia - interior,2025,106,108,99,47.83
FIRMINÓPOLIS,fazenda publica mista,2025,192,267,184,40.8
FIRMINÓPOLIS,infancia e juventude civel,2025,15,13,11,45.83
FIRMINÓPOLIS,infancia e juventude infracional,2025,12,9,9,50.0
FIRMINÓPOLIS,juizado especial civel,2025,182,120,170,58.62
FIRMINÓPOLIS,juizado especial criminal,2025,69,51,44,46.32
FIRMINÓPOLIS,juizado especial fazenda publica,2025,27,90,25,21.74
FLORES DE GOIÁS,civel,2025,163,175,127,42.05
FLORES DE GOIÁS,criminal,2025,219,513,90,14.93
FLORES DE GOIÁS,execucao penal,2025,50,20,46,69.7
FLORES DE GOIÁS,familia - interior,2025,168,187,96,33.92
FLORES DE GOIÁS,fazenda publica mista,2025,179,413,162,28.17
FLORES DE GOIÁS,infancia e juventude civel,2025,5,21,1,4.55
FLORES DE GOIÁS,infancia e juventude infracional,2025,12,20,9,31.03
FLORES DE GOIÁS,juizado especial civel,2025,79,95,47,33.1
FLORES DE GOIÁS,juizado especial criminal,2025,27,65,20,23.53
FLORES DE GOIÁS,juizado especial fazenda publica,2025,35,31,30,49.18
FORMOSA,criminal,2025,251,614,101,14.13
FORMOSA,execucao penal,2025,511,448,468,51.09
FORMOSA,fazenda publica mista,2025,678,6457,626,8.84
FORMOSA,infancia e juventude civel,2025,133,109,72,39.78
FORMOSA,infancia e juventude infracional,2025,136,125,86,40.76
FORMOSA,juizado especial civel,2025,1781,2314,827,26.33
FORMOSA,juizado especial criminal,2025,367,620,243,28.16
FORMOSA,juizado especial fazenda publica,2025,472,510,444,46.54
FORMOSA,preprocessual,2025,2796,2156,959,30.79
FORMOSA,upj civel,2025,2667,2192,2041,48.22
FORMOSA,upj criminal,2025,2182,2923,1166,28.52
FORMOSA,upj familia interior,2025,1117,1252,762,37.84
FORMOSO,civel,2025,258,462,189,29.03
FORMOSO,criminal,2025,151,194,79,28.94
FORMOSO,execucao penal,2025,35,27,34,55.74
FORMOSO,familia - interior,2025,84,116,55,32.16
FORMOSO,fazenda publica mista,2025,317,706,281,28.47
FORMOSO,infancia e juventude civel,2025,9,9,6,40.0
FORMOSO,infancia e juventude infracional,2025,7,7,4,36.36
FORMOSO,juizado especial civel,2025,287,407,165,28.85
FORMOSO,juizado especial criminal,2025,33,37,19,33.93
FORMOSO,juizado especial fazenda publica,2025,45,90,32,26.23
GOIANDIRA,civel,2025,215,237,176,42.62
GOIANDIRA,criminal,2025,238,263,117,30.79
GOIANDIRA,execucao penal,2025,60,40,54,57.45
GOIANDIRA,familia - interior,2025,169,174,122,41.22
GOIANDIRA,fazenda publica mista,2025,135,170,123,41.98
GOIANDIRA,infancia e juventude civel,2025,21,11,18,62.07
GOIANDIRA,infancia e juventude infracional,2025,17,17,15,46.88
GOIANDIRA,juizado especial civel,2025,246,445,152,25.46
GOIANDIRA,juizado especial criminal,2025,67,65,58,47.15
GOIANDIRA,juizado especial fazenda publica,2025,58,189,49,20.59
GOIANIRA,civel,2025,2664,1708,2201,56.31
GOIANIRA,criminal,2025,1473,1218,1028,45.77
GOIANIRA,execucao penal,2025,155,149,137,47.9
GOIANIRA,familia - interior,2025,844,1026,485,32.1
GOIANIRA,fazenda publica mista,2025,154,643,93,12.64
GOIANIRA,infancia e juventude civel,2025,75,75,46,38.02
GOIANIRA,infancia e juventude infracional,2025,68,129,37,22.29
GOIANIRA,juizado especial civel,2025,925,1019,599,37.02
GOIANIRA,juizado especial criminal,2025,420,361,198,35.42
GOIANIRA,juizado especial fazenda publica,2025,70,205,54,20.85
GOIANÁPOLIS,civel,2025,368,193,348,64.33
GOIANÁPOLIS,criminal,2025,527,633,335,34.61
GOIANÁPOLIS,execucao penal,2025,94,40,89,68.99
GOIANÁPOLIS,familia - interior,2025,282,323,202,38.48
GOIANÁPOLIS,fazenda publica mista,2025,106,186,87,31.87
GOIANÁPOLIS,infancia e juventude civel,2025,9,10,8,44.44
GOIANÁPOLIS,infancia e juventude infracional,2025,38,49,30,37.97
