comarca,nome_area_acao,ano_ref,Distribuidos_ano,Baixados_ano,Pendentes_ano,Taxa_Cong_anual (%)
APARECIDA DE GOIÂNIA,execucao penal,2023,1002,496,856,63.31
APARECIDA DE GOIÂNIA,fazenda publica estadual - execucao fiscal,2023,437,351,434,55.29
APARECIDA DE GOIÂNIA,fazenda publica estadual interior,2023,392,420,379,47.43
APARECIDA DE GOIÂNIA,fazenda publica municipal - execucao fiscal,2023,12728,45625,3367,6.87
APARECIDA DE GOIÂNIA,fazenda publica municipal interior,2023,633,649,604,48.2
APARECIDA DE GOIÂNIA,infancia e juventude civel,2023,1167,617,974,61.22
APARECIDA DE GOIÂNIA,infancia e juventude infracional,2023,346,372,166,30.86
APARECIDA DE GOIÂNIA,juizado de violencia domestica,2023,2811,3527,2185,38.25
APARECIDA DE GOIÂNIA,juizado especial civel,2023,9513,8987,6800,43.07
APARECIDA DE GOIÂNIA,juizado especial criminal,2023,1257,2454,680,21.7
APARECIDA DE GOIÂNIA,juizado especial fazenda publica,2023,1696,519,1670,76.29
APARECIDA DE GOIÂNIA,preprocessual,2023,1759,1836,442,19.4
APARECIDA DE GOIÂNIA,upj civel,2023,10474,7707,9253,54.56
APARECIDA DE GOIÂNIA,upj criminal,2023,4241,6552,1784,21.4
APARECIDA DE GOIÂNIA,upj familia interior,2023,6728,7171,4296,37.46
ARAGARÇAS,civel,2023,325,460,263,36.38
ARAGARÇAS,criminal,2023,904,730,586,44.53
ARAGARÇAS,execucao penal,2023,125,88,111,55.78
ARAGARÇAS,familia - interior,2023,326,403,248,38.1
ARAGARÇAS,fazenda publica mista,2023,453,1099,411,27.22
ARAGARÇAS,infancia e juventude civel,2023,37,48,18,27.27
ARAGARÇAS,infancia e juventude infracional,2023,34,70,23,24.73
ARAGARÇAS,juizado especial civel,2023,361,239,331,58.07
ARAGARÇAS,juizado especial criminal,2023,60,64,50,43.86
ARAGARÇAS,juizado especial fazenda publica,2023,127,40,115,74.19
ARAGARÇAS,preprocessual,2023,9,291,0,0.0
ARAÇU,civel,2023,120,176,83,32.05
ARAÇU,criminal,2023,124,193,85,30.58
ARAÇU,execucao penal,2023,46,28,38,57.58
ARAÇU,familia - interior,2023,117,150,74,33.04
ARAÇU,fazenda publica mista,2023,220,363,157,30.19
ARAÇU,infancia e juventude civel,2023,5,8,5,38.46
ARAÇU,infancia e juventude infracional,2023,10,8,8,50.0
ARAÇU,juizado especial civel,2023,98,137,71,34.13
ARAÇU,juizado especial criminal,2023,34,73,12,14.12
ARAÇU,juizado especial fazenda publica,2023,49,32,44,57.89
ARUANÃ,civel,2023,239,165,204,55.28
ARUANÃ,criminal,2023,342,568,220,27.92
ARUANÃ,execucao penal,2023,70,28,68,70.83
ARUANÃ,familia - interior,2023,181,219,134,37.96
ARUANÃ,fazenda publica mista,2023,308,608,287,32.07
ARUANÃ,infancia e juventude civel,2023,7,6,6,50.0
ARUANÃ,infancia e juventude infracional,2023,31,43,27,38.57
ARUANÃ,juizado especial civel,2023,150,116,124,51.67
ARUANÃ,juizado especial criminal,2023,37,70,32,31.37
ARUANÃ,juizado especial fazenda publica,2023,75,70,61,46.56
AURILÂNDIA,civel,2023,75,45,74,62.18
AURILÂNDIA,criminal,2023,94,105,67,38.95
AURILÂNDIA,execucao penal,2023,27,10,27,72.97
AURILÂNDIA,familia - interior,2023,53,62,49,44.14
AURILÂNDIA,fazenda publica mista,2023,115,110,104,48.6
AURILÂNDIA,infancia e juventude civel,2023,2,2,2,50.0
AURILÂNDIA,infancia e juventude infracional,2023,2,2,2,50.0
AURILÂNDIA,juizado especial civel,2023,195,75,191,71.8
AURILÂNDIA,juizado especial criminal,2023,25,21,20,48.78
AURILÂNDIA,juizado especial fazenda publica,2023,20,21,17,44.74
BARRO ALTO,civel,2023,117,103,113,52.31
BARRO ALTO,criminal,2023,218,221,160,41.99
BARRO ALTO,execucao penal,2023,16,3,16,84.21
BARRO ALTO,familia - interior,2023,116,112,94,45.63
BARRO ALTO,fazenda publica mista,2023,65,110,60,35.29
BARRO ALTO,infancia e juventude civel,2023,12,13,9,40.91
BARRO ALTO,infancia e juventude infracional,2023,12,10,11,52.38
BARRO ALTO,juizado especial civel,2023,80,120,74,38.14
BARRO ALTO,juizado especial criminal,2023,45,75,34,31.19
BARRO ALTO,juizado especial fazenda publica,2023,29,37,29,43.94
BELA VISTA DE GOIÁS,civel,2023,745,355,659,64.99
BELA VISTA DE GOIÁS,criminal,2023,532,574,234,28.96
BELA VISTA DE GOIÁS,execucao penal,2023,49,43,44,50.57
BELA VISTA DE GOIÁS,familia - interior,2023,330,322,238,42.5
BELA VISTA DE GOIÁS,fazenda publica mista,2023,123,220,79,26.42
BELA VISTA DE GOIÁS,infancia e juventude civel,2023,17,17,13,43.33
BELA VISTA DE GOIÁS,infancia e juventude infracional,2023,19,25,11,30.56
BELA VISTA DE GOIÁS,juizado especial civel,2023,461,729,401,35.49
BELA VISTA DE GOIÁS,juizado especial criminal,2023,105,153,51,25.0
BELA VISTA DE GOIÁS,juizado especial fazenda publica,2023,178,101,152,60.08
BOM JESUS DE GOIÁS,civel,2023,303,341,215,38.67
BOM JESUS DE GOIÁS,criminal,2023,420,649,258,28.45
BOM JESUS DE GOIÁS,execucao penal,2023,81,23,81,77.88
BOM JESUS DE GOIÁS,familia - interior,2023,341,388,173,30.84
BOM JESUS DE GOIÁS,fazenda publica mista,2023,53,200,41,17.01
BOM JESUS DE GOIÁS,infancia e juventude civel,2023,12,9,8,47.06
BOM JESUS DE GOIÁS,infancia e juventude infracional,2023,15,36,9,20.0
BOM JESUS DE GOIÁS,juizado especial civel,2023,223,525,153,22.57
BOM JESUS DE GOIÁS,juizado especial criminal,2023,75,123,34,21.66
BOM JESUS DE GOIÁS,juizado especial fazenda publica,2023,35,21,31,59.62
BURITI ALEGRE,civel,2023,181,160,159,49.84
BURITI ALEGRE,criminal,2023,218,307,91,22.86
BURITI ALEGRE,execucao penal,2023,14,17,11,39.29
BURITI ALEGRE,familia - interior,2023,132,98,121,55.25
BURITI ALEGRE,fazenda publica mista,2023,45,194,28,12.61
BURITI ALEGRE,infancia e juventude civel,2023,17,14,10,41.67
BURITI ALEGRE,infancia e juventude infracional,2023,13,13,10,43.48
BURITI ALEGRE,juizado especial civel,2023,450,418,360,46.27
BURITI ALEGRE,juizado especial criminal,2023,80,87,29,25.0
BURITI ALEGRE,juizado especial fazenda publica,2023,27,17,26,60.47
BURITI ALEGRE,preprocessual,2023,27,31,2,6.06
CACHOEIRA ALTA,civel,2023,214,222,154,40.96
CACHOEIRA ALTA,criminal,2023,217,276,132,32.35
CACHOEIRA ALTA,execucao penal,2023,121,15,117,88.64
CACHOEIRA ALTA,familia - interior,2023,173,233,71,23.36
CACHOEIRA ALTA,fazenda publica mista,2023,205,266,171,39.13
CACHOEIRA ALTA,infancia e juventude civel,2023,19,21,6,22.22
CACHOEIRA ALTA,infancia e juventude infracional,2023,6,27,4,12.9
CACHOEIRA ALTA,juizado especial civel,2023,135,134,85,38.81
CACHOEIRA ALTA,juizado especial criminal,2023,62,100,35,25.93
CACHOEIRA ALTA,juizado especial fazenda publica,2023,41,15,32,68.09
CAIAPÔNIA,civel,2023,320,414,275,39.91
CAIAPÔNIA,criminal,2023,516,490,355,42.01
CAIAPÔNIA,execucao penal,2023,51,42,51,54.84
CAIAPÔNIA,familia - interior,2023,312,529,222,29.56
CAIAPÔNIA,fazenda publica mista,2023,1125,1731,1063,38.05
CAIAPÔNIA,infancia e juventude civel,2023,18,16,15,48.39
CAIAPÔNIA,infancia e juventude infracional,2023,30,13,28,68.29
CAIAPÔNIA,juizado especial civel,2023,480,607,386,38.87
CAIAPÔNIA,juizado especial criminal,2023,108,97,88,47.57
CAIAPÔNIA,juizado especial fazenda publica,2023,130,18,127,87.59
CALDAS NOVAS,civel,2023,2465,3018,2026,40.17
CALDAS NOVAS,criminal,2023,2039,3395,1244,26.82
CALDAS NOVAS,execucao penal,2023,1297,956,780,44.93
CALDAS NOVAS,familia - interior,2023,1222,1440,937,39.42
CALDAS NOVAS,fazenda publica estadual - execucao fiscal,2023,155,1189,147,11.0
CALDAS NOVAS,fazenda publica estadual interior,2023,699,837,591,41.39
CALDAS NOVAS,fazenda publica municipal - execucao fiscal,2023,966,3153,959,23.32
CALDAS NOVAS,fazenda publica municipal interior,2023,189,490,172,25.98
CALDAS NOVAS,infancia e juventude civel,2023,91,93,65,41.14
CALDAS NOVAS,infancia e juventude infracional,2023,155,188,108,36.49
CALDAS NOVAS,juizado especial civel,2023,3779,3647,2960,44.8
CALDAS NOVAS,juizado especial criminal,2023,410,572,347,37.76
CALDAS NOVAS,juizado especial fazenda publica,2023,474,249,458,64.78
CALDAS NOVAS,preprocessual,2023,1850,1847,231,11.12
CAMPINORTE,civel,2023,302,186,270,59.21
CAMPINORTE,criminal,2023,199,340,140,29.17
CAMPINORTE,execucao penal,2023,45,39,41,51.25
CAMPINORTE,familia - interior,2023,268,238,210,46.88
CAMPINORTE,fazenda publica mista,2023,125,231,90,28.04
CAMPINORTE,infancia e juventude civel,2023,13,9,9,50.0
CAMPINORTE,infancia e juventude infracional,2023,17,28,14,33.33
CAMPINORTE,juizado especial civel,2023,406,491,316,39.16
CAMPINORTE,juizado especial criminal,2023,39,97,19,16.38
CAMPINORTE,juizado especial fazenda publica,2023,149,78,143,64.71
CAMPOS BELOS,civel,2023,218,306,180,37.04
CAMPOS BELOS,criminal,2023,502,595,380,38.97
CAMPOS BELOS,execucao penal,2023,62,39,60,60.61
CAMPOS BELOS,familia - interior,2023,209,217,170,43.93
CAMPOS BELOS,fazenda publica mista,2023,314,238,303,56.01
CAMPOS BELOS,infancia e juventude civel,2023,15,25,8,24.24
CAMPOS BELOS,infancia e juventude infracional,2023,71,88,48,35.29
CAMPOS BELOS,juizado especial civel,2023,132,147,68,31.63
CAMPOS BELOS,juizado especial civel e criminal,2023,94,49,84,63.16
CAMPOS BELOS,juizado especial fazenda publica,2023,54,42,44,51.16
CAMPOS BELOS,preprocessual,2023,20,32,0,0.0
CATALÃO,civel,2023,2464,2794,2122,43.17
CATALÃO,criminal,2023,2971,4625,1269,21.53
CATALÃO,execucao penal,2023,976,659,652,49.73
CATALÃO,familia - interior,2023,1626,2001,958,32.38
CATALÃO,fazenda publica estadual - execucao fiscal,2023,73,590,72,10.88
CATALÃO,fazenda publica estadual interior,2023,371,525,260,33.12
CATALÃO,fazenda publica municipal - execucao fiscal,2023,359,518,287,35.65
CATALÃO,fazenda publica municipal interior,2023,331,373,254,40.51
CATALÃO,infancia e juventude civel,2023,131,129,81,38.57
CATALÃO,infancia e juventude infracional,2023,111,182,27,12.92
CATALÃO,juizado especial civel,2023,4061,5446,1832,25.17
CATALÃO,juizado especial criminal,2023,487,771,256,24.93
CATALÃO,juizado especial fazenda publica,2023,478,474,431,47.62
CATALÃO,preprocessual,2023,308,277,91,24.73
CAVALCANTE,civel,2023,131,59,124,67.76
CAVALCANTE,criminal,2023,217,307,142,31.63
CAVALCANTE,execucao penal,2023,45,6,43,87.76
CAVALCANTE,familia - interior,2023,206,192,133,40.92
CAVALCANTE,fazenda publica mista,2023,127,254,122,32.45
CAVALCANTE,infancia e juventude civel,2023,9,4,8,66.67
CAVALCANTE,infancia e juventude infracional,2023,13,14,9,39.13
CAVALCANTE,juizado especial civel,2023,66,56,60,51.72
CAVALCANTE,juizado especial criminal,2023,39,87,28,24.35
CAVALCANTE,juizado especial fazenda publica,2023,19,3,18,85.71
CAÇU,civel,2023,468,528,382,41.98
CAÇU,criminal,2023,385,369,262,41.52
CAÇU,execucao penal,2023,28,42,26,38.24
CAÇU,familia - interior,2023,386,530,191,26.49
CAÇU,fazenda publica mista,2023,328,308,294,48.84
CAÇU,infancia e juventude civel,2023,17,27,11,28.95
CAÇU,infancia e juventude infracional,2023,27,43,17,28.33
CAÇU,juizado especial civel,2023,319,421,207,32.96
CAÇU,juizado especial criminal,2023,171,201,126,38.53
CAÇU,juizado especial fazenda publica,2023,55,23,50,68.49
CERES,civel,2023,479,546,368,40.26
CERES,criminal,2023,503,644,347,35.02
CERES,execucao penal,2023,89,29,83,74.11
CERES,familia - interior,2023,450,601,252,29.54
CERES,fazenda publica mista,2023,799,1376,696,33.59
CERES,infancia e juventude civel,2023,14,18,9,33.33
CERES,infancia e juventude infracional,2023,53,71,40,36.04
CERES,juizado especial civel,2023,1607,2621,1025,28.11
CERES,juizado especial criminal,2023,161,170,123,41.98
CERES,juizado especial fazenda publica,2023,333,194,316,61.96
CERES,preprocessual,2023,4,0,4,100.0
CIDADE OCIDENTAL,civel,2023,1306,1409,912,39.29
CIDADE OCIDENTAL,criminal,2023,1339,1932,511,20.92
CIDADE OCIDENTAL,execucao penal,2023,186,134,175,56.63
CIDADE OCIDENTAL,familia - interior,2023,839,1049,313,22.98
CIDADE OCIDENTAL,fazenda publica mista,2023,179,3465,138,3.83
CIDADE OCIDENTAL,infancia e juventude civel,2023,90,88,43,32.82
CIDADE OCIDENTAL,infancia e juventude infracional,2023,57,62,13,17.33
CIDADE OCIDENTAL,juizado especial civel,2023,1587,1741,812,31.81
CIDADE OCIDENTAL,juizado especial criminal,2023,1180,1532,418,21.44
CIDADE OCIDENTAL,juizado especial fazenda publica,2023,101,46,97,67.83
CIDADE OCIDENTAL,preprocessual,2023,1394,1307,171,11.57
COCALZINHO DE GOIÁS,civel,2023,192,145,175,54.69
COCALZINHO DE GOIÁS,criminal,2023,317,364,213,36.92
COCALZINHO DE GOIÁS,execucao penal,2023,37,23,34,59.65
COCALZINHO DE GOIÁS,familia - interior,2023,220,245,173,41.39
COCALZINHO DE GOIÁS,fazenda publica mista,2023,70,178,63,26.14
COCALZINHO DE GOIÁS,infancia e juventude civel,2023,11,8,8,50.0
COCALZINHO DE GOIÁS,infancia e juventude infracional,2023,17,24,14,36.84
COCALZINHO DE GOIÁS,juizado especial civel,2023,117,145,106,42.23
COCALZINHO DE GOIÁS,juizado especial criminal,2023,83,132,82,38.32
COCALZINHO DE GOIÁS,juizado especial fazenda publica,2023,69,12,66,84.62
CORUMBAÍBA,civel,2023,203,143,178,55.45
CORUMBAÍBA,criminal,2023,181,256,146,36.32
CORUMBAÍBA,execucao penal,2023,9,35,9,20.45
CORUMBAÍBA,familia - interior,2023,179,213,146,40.67
CORUMBAÍBA,fazenda publica mista,2023,183,417,164,28.23
CORUMBAÍBA,infancia e juventude civel,2023,4,10,3,23.08
CORUMBAÍBA,infancia e juventude infracional,2023,11,18,6,25.0
CORUMBAÍBA,juizado especial civel,2023,245,276,199,41.89
CORUMBAÍBA,juizado especial criminal,2023,64,71,47,39.83
CORUMBAÍBA,juizado especial fazenda publica,2023,109,33,107,76.43
CORUMBAÍBA,preprocessual,2023,444,99,417,80.81
CORUMBÁ DE GOIÁS,civel,2023,121,107,96,47.29
CORUMBÁ DE GOIÁS,criminal,2023,264,235,169,41.83
CORUMBÁ DE GOIÁS,execucao penal,2023,24,33,22,40.0
CORUMBÁ DE GOIÁS,familia - interior,2023,106,119,66,35.68
CORUMBÁ DE GOIÁS,fazenda publica mista,2023,57,76,33,30.28
CORUMBÁ DE GOIÁS,infancia e juventude civel,2023,8,7,3,30.0
CORUMBÁ DE GOIÁS,infancia e juventude infracional,2023,15,13,8,38.1
CORUMBÁ DE GOIÁS,juizado especial civel,2023,134,112,114,50.44
CORUMBÁ DE GOIÁS,juizado especial criminal,2023,100,140,65,31.71
CORUMBÁ DE GOIÁS,juizado especial fazenda publica,2023,34,24,33,57.89
CRISTALINA,civel,2023,765,622,668,51.78
CRISTALINA,criminal,2023,1088,1067,620,36.75
CRISTALINA,execucao penal,2023,110,128,95,42.6
CRISTALINA,familia - interior,2023,564,556,377,40.41
CRISTALINA,fazenda publica mista,2023,237,880,206,18.97
CRISTALINA,infancia e juventude civel,2023,112,87,76,46.63
CRISTALINA,infancia e juventude infracional,2023,53,50,35,41.18
CRISTALINA,juizado especial civel,2023,494,482,409,45.9
CRISTALINA,juizado especial criminal,2023,168,214,121,36.12
CRISTALINA,juizado especial fazenda publica,2023,259,242,225,48.18
CRISTALINA,preprocessual,2023,346,343,76,18.14
CRIXÁS,civel,2023,257,275,192,41.11
CRIXÁS,criminal,2023,326,446,217,32.73
CRIXÁS,execucao penal,2023,45,37,44,54.32
CRIXÁS,familia - interior,2023,250,262,159,37.77
CRIXÁS,fazenda publica mista,2023,382,512,320,38.46
CRIXÁS,infancia e juventude civel,2023,6,5,4,44.44
CRIXÁS,infancia e juventude infracional,2023,38,29,22,43.14
CRIXÁS,juizado especial civel,2023,499,359,377,51.22
CRIXÁS,juizado especial criminal,2023,111,108,91,45.73
CRIXÁS,juizado especial fazenda publica,2023,58,26,49,65.33
EDÉIA,civel,2023,192,253,180,41.57
EDÉIA,criminal,2023,242,369,155,29.58
EDÉIA,execucao penal,2023,98,36,94,72.31
EDÉIA,familia - interior,2023,227,284,191,40.21
EDÉIA,fazenda publica mista,2023,222,275,204,42.59
EDÉIA,infancia e juventude civel,2023,3,5,2,28.57
EDÉIA,infancia e juventude infracional,2023,21,16,18,52.94
EDÉIA,juizado especial civel,2023,200,313,181,36.64
EDÉIA,juizado especial criminal,2023,69,76,51,40.16
EDÉIA,juizado especial fazenda publica,2023,47,27,46,63.01
ESTRELA DO NORTE,civel,2023,381,136,345,71.73
ESTRELA DO NORTE,criminal,2023,129,112,75,40.11
ESTRELA DO NORTE,execucao penal,2023,36,42,21,33.33
ESTRELA DO NORTE,familia - interior,2023,150,116,98,45.79
ESTRELA DO NORTE,fazenda publica mista,2023,274,327,254,43.72
ESTRELA DO NORTE,infancia e juventude civel,2023,12,5,8,61.54
ESTRELA DO NORTE,infancia e juventude infracional,2023,8,11,5,31.25
ESTRELA DO NORTE,juizado especial civel,2023,257,116,217,65.17
ESTRELA DO NORTE,juizado especial criminal,2023,11,25,9,26.47
ESTRELA DO NORTE,juizado especial fazenda publica,2023,62,14,61,81.33
FAZENDA NOVA,civel,2023,76,93,67,41.88
FAZENDA NOVA,criminal,2023,107,92,70,43.21
FAZENDA NOVA,execucao penal,2023,12,24,12,33.33
FAZENDA NOVA,familia - interior,2023,115,127,77,37.75
FAZENDA NOVA,fazenda publica mista,2023,220,167,203,54.86
FAZENDA NOVA,infancia e juventude civel,2023,4,5,1,16.67
FAZENDA NOVA,infancia e juventude infracional,2023,6,2,5,71.43
FAZENDA NOVA,juizado especial civel,2023,116,131,61,31.77
FAZENDA NOVA,juizado especial criminal,2023,22,18,19,51.35
FAZENDA NOVA,juizado especial fazenda publica,2023,68,74,52,41.27
FIRMINÓPOLIS,civel,2023,258,260,205,44.09
FIRMINÓPOLIS,criminal,2023,148,276,91,24.8
FIRMINÓPOLIS,execucao penal,2023,71,39,67,63.21
FIRMINÓPOLIS,familia - interior,2023,136,173,97,35.93
FIRMINÓPOLIS,fazenda publica mista,2023,180,528,163,23.59
FIRMINÓPOLIS,infancia e juventude civel,2023,5,11,3,21.43
FIRMINÓPOLIS,infancia e juventude infracional,2023,10,14,6,30.0
FIRMINÓPOLIS,juizado especial civel,2023,188,176,131,42.67
FIRMINÓPOLIS,juizado especial criminal,2023,33,60,24,28.57
FIRMINÓPOLIS,juizado especial fazenda publica,2023,61,89,55,38.19
FLORES DE GOIÁS,civel,2023,119,75,106,58.56
FLORES DE GOIÁS,criminal,2023,176,212,115,35.17
FLORES DE GOIÁS,execucao penal,2023,33,5,33,86.84
FLORES DE GOIÁS,familia - interior,2023,148,86,124,59.05
FLORES DE GOIÁS,fazenda publica mista,2023,227,261,218,45.51
FLORES DE GOIÁS,infancia e juventude civel,2023,20,10,14,58.33
FLORES DE GOIÁS,infancia e juventude infracional,2023,8,6,8,57.14
FLORES DE GOIÁS,juizado especial civel,2023,57,56,41,42.27
FLORES DE GOIÁS,juizado especial criminal,2023,40,31,36,53.73
FLORES DE GOIÁS,juizado especial fazenda publica,2023,38,3,38,92.68
FORMOSA,civel,2023,2,265,0,0.0
FORMOSA,criminal,2023,220,388,129,24.95
FORMOSA,execucao penal,2023,624,337,578,63.17
FORMOSA,familia - interior,2023,1,71,0,0.0
FORMOSA,fazenda publica mista,2023,11606,2245,11558,83.74
FORMOSA,infancia e juventude civel,2023,167,163,62,27.56
FORMOSA,infancia e juventude infracional,2023,171,161,93,36.61
FORMOSA,juizado especial civel,2023,2088,1348,1438,51.62
FORMOSA,juizado especial criminal,2023,526,480,406,45.82
FORMOSA,juizado especial fazenda publica,2023,776,207,757,78.53
FORMOSA,preprocessual,2023,48,76,0,0.0
FORMOSA,upj civel,2023,2190,1810,1797,49.82
FORMOSA,upj criminal,2023,2445,3401,1300,27.65
FORMOSA,upj familia interior,2023,1384,1650,872,34.58
FORMOSO,civel,2023,276,343,215,38.53
FORMOSO,criminal,2023,111,151,77,33.77
FORMOSO,execucao penal,2023,29,10,28,73.68
FORMOSO,familia - interior,2023,117,173,51,22.77
FORMOSO,fazenda publica mista,2023,280,645,270,29.51
FORMOSO,infancia e juventude civel,2023,14,17,5,22.73
FORMOSO,infancia e juventude infracional,2023,9,21,7,25.0
FORMOSO,juizado especial civel,2023,421,487,271,35.75
FORMOSO,juizado especial criminal,2023,16,55,8,12.7
FORMOSO,juizado especial fazenda publica,2023,84,33,81,71.05
GOIANDIRA,civel,2023,192,210,157,42.78
GOIANDIRA,criminal,2023,168,218,109,33.33
GOIANDIRA,execucao penal,2023,48,73,44,37.61
GOIANDIRA,familia - interior,2023,150,232,102,30.54
GOIANDIRA,fazenda publica mista,2023,95,160,81,33.61
GOIANDIRA,infancia e juventude civel,2023,10,7,9,56.25
GOIANDIRA,infancia e juventude infracional,2023,29,24,27,52.94
GOIANDIRA,juizado especial civel,2023,282,323,152,32.0
GOIANDIRA,juizado especial criminal,2023,99,112,65,36.72
GOIANDIRA,juizado especial fazenda publica,2023,181,93,149,61.57
GOIANIRA,civel,2023,1334,1470,1144,43.76
GOIANIRA,criminal,2023,1291,1691,839,33.16
GOIANIRA,execucao penal,2023,207,61,202,76.81
GOIANIRA,familia - interior,2023,810,1012,507,33.38
GOIANIRA,fazenda publica mista,2023,269,838,203,19.5
GOIANIRA,infancia e juventude civel,2023,50,68,37,35.24
GOIANIRA,infancia e juventude infracional,2023,93,78,57,42.22
GOIANIRA,juizado especial civel,2023,895,1043,739,41.47
GOIANIRA,juizado especial criminal,2023,356,517,207,28.59
GOIANIRA,juizado especial fazenda publica,2023,144,58,139,70.56
GOIANIRA,preprocessual,2023,423,402,29,6.73
GOIANÁPOLIS,civel,2023,323,196,293,59.92
GOIANÁPOLIS,criminal,2023,442,561,342,37.87
GOIANÁPOLIS,execucao penal,2023,74,10,73,87.95
