comarca,nome_area_acao,ano_ref,Distribuidos_ano,Baixados_ano,Pendentes_ano,Taxa_Cong_anual (%)
ARAGARÇAS,juizado especial fazenda publica,2022,109,42,99,70.21
ARAGARÇAS,preprocessual,2022,183,159,179,52.96
ARAÇU,civel,2022,107,104,87,45.55
ARAÇU,criminal,2022,134,257,86,25.07
ARAÇU,execucao penal,2022,29,21,25,54.35
ARAÇU,familia - interior,2022,118,125,75,37.5
ARAÇU,fazenda publica mista,2022,152,317,138,30.33
ARAÇU,infancia e juventude civel,2022,9,7,7,50.0
ARAÇU,infancia e juventude infracional,2022,7,14,3,17.65
ARAÇU,juizado especial civel,2022,74,100,66,39.76
ARAÇU,juizado especial criminal,2022,25,44,22,33.33
ARAÇU,juizado especial fazenda publica,2022,42,12,42,77.78
ARUANÃ,civel,2022,154,183,133,42.09
ARUANÃ,criminal,2022,286,385,192,33.28
ARUANÃ,execucao penal,2022,11,4,11,73.33
ARUANÃ,familia - interior,2022,134,162,98,37.69
ARUANÃ,fazenda publica mista,2022,227,1096,212,16.21
ARUANÃ,infancia e juventude civel,2022,4,6,2,25.0
ARUANÃ,infancia e juventude infracional,2022,32,36,28,43.75
ARUANÃ,juizado especial civel,2022,131,162,93,36.47
ARUANÃ,juizado especial criminal,2022,59,72,53,42.4
ARUANÃ,juizado especial fazenda publica,2022,122,30,118,79.73
AURILÂNDIA,civel,2022,50,26,47,64.38
AURILÂNDIA,criminal,2022,64,85,40,32.0
AURILÂNDIA,execucao penal,2022,12,8,12,60.0
AURILÂNDIA,familia - interior,2022,59,47,49,51.04
AURILÂNDIA,fazenda publica mista,2022,120,135,108,44.44
AURILÂNDIA,infancia e juventude civel,2022,1,1,0,0.0
AURILÂNDIA,infancia e juventude infracional,2022,2,9,2,18.18
AURILÂNDIA,juizado especial civel,2022,64,73,60,45.11
AURILÂNDIA,juizado especial criminal,2022,19,48,11,18.64
AURILÂNDIA,juizado especial fazenda publica,2022,42,11,41,78.85
BARRO ALTO,civel,2022,105,90,94,51.09
BARRO ALTO,criminal,2022,254,207,193,48.25
BARRO ALTO,execucao penal,2022,21,9,19,67.86
BARRO ALTO,familia - interior,2022,124,98,92,48.42
BARRO ALTO,fazenda publica mista,2022,94,187,73,28.08
BARRO ALTO,infancia e juventude civel,2022,10,3,8,72.73
BARRO ALTO,infancia e juventude infracional,2022,20,11,20,64.52
BARRO ALTO,juizado especial civel,2022,99,85,87,50.58
BARRO ALTO,juizado especial criminal,2022,62,66,54,45.0
BARRO ALTO,juizado especial fazenda publica,2022,37,6,37,86.05
BELA VISTA DE GOIÁS,civel,2022,401,322,344,51.65
BELA VISTA DE GOIÁS,criminal,2022,413,441,231,34.38
BELA VISTA DE GOIÁS,execucao penal,2022,47,27,45,62.5
BELA VISTA DE GOIÁS,familia - interior,2022,307,262,227,46.42
BELA VISTA DE GOIÁS,fazenda publica mista,2022,85,357,58,13.98
BELA VISTA DE GOIÁS,infancia e juventude civel,2022,23,15,18,54.55
BELA VISTA DE GOIÁS,infancia e juventude infracional,2022,8,21,6,22.22
BELA VISTA DE GOIÁS,juizado especial civel e criminal,2022,1005,814,825,50.34
BELA VISTA DE GOIÁS,juizado especial fazenda publica,2022,94,43,89,67.42
BELA VISTA DE GOIÁS,preprocessual,2022,3,28,2,6.67
BOM JESUS DE GOIÁS,civel,2022,310,311,247,44.27
BOM JESUS DE GOIÁS,criminal,2022,471,384,348,47.54
BOM JESUS DE GOIÁS,execucao penal,2022,35,21,34,61.82
BOM JESUS DE GOIÁS,familia - interior,2022,363,321,218,40.45
BOM JESUS DE GOIÁS,fazenda publica mista,2022,59,251,38,13.15
BOM JESUS DE GOIÁS,infancia e juventude civel,2022,10,11,3,21.43
BOM JESUS DE GOIÁS,infancia e juventude infracional,2022,32,43,19,30.65
BOM JESUS DE GOIÁS,juizado especial civel,2022,252,446,182,28.98
BOM JESUS DE GOIÁS,juizado especial criminal,2022,143,211,74,25.96
BOM JESUS DE GOIÁS,juizado especial fazenda publica,2022,46,22,35,61.4
BURITI ALEGRE,civel,2022,229,333,180,35.09
BURITI ALEGRE,criminal,2022,237,295,129,30.42
BURITI ALEGRE,execucao penal,2022,20,18,20,52.63
BURITI ALEGRE,familia - interior,2022,148,189,107,36.15
BURITI ALEGRE,fazenda publica mista,2022,40,302,27,8.21
BURITI ALEGRE,infancia e juventude civel,2022,13,16,5,23.81
BURITI ALEGRE,infancia e juventude infracional,2022,15,24,8,25.0
BURITI ALEGRE,juizado especial civel,2022,370,474,267,36.03
BURITI ALEGRE,juizado especial criminal,2022,55,138,27,16.36
BURITI ALEGRE,juizado especial fazenda publica,2022,42,2,42,95.45
BURITI ALEGRE,preprocessual,2022,40,48,6,11.11
CACHOEIRA ALTA,civel,2022,142,116,129,52.65
CACHOEIRA ALTA,criminal,2022,216,184,104,36.11
CACHOEIRA ALTA,execucao penal,2022,19,23,18,43.9
CACHOEIRA ALTA,familia - interior,2022,151,160,97,37.74
CACHOEIRA ALTA,fazenda publica mista,2022,166,200,152,43.18
CACHOEIRA ALTA,infancia e juventude civel,2022,20,18,5,21.74
CACHOEIRA ALTA,infancia e juventude infracional,2022,8,3,7,70.0
CACHOEIRA ALTA,juizado especial civel,2022,76,84,52,38.24
CACHOEIRA ALTA,juizado especial criminal,2022,50,22,45,67.16
CACHOEIRA ALTA,juizado especial fazenda publica,2022,24,7,24,77.42
CACHOEIRA DOURADA,civel,2022,207,219,168,43.41
CACHOEIRA DOURADA,criminal,2022,175,135,122,47.47
CACHOEIRA DOURADA,execucao penal,2022,18,12,18,60.0
CACHOEIRA DOURADA,familia - interior,2022,176,243,90,27.03
CACHOEIRA DOURADA,fazenda publica mista,2022,62,263,42,13.77
CACHOEIRA DOURADA,infancia e juventude civel,2022,11,13,7,35.0
CACHOEIRA DOURADA,infancia e juventude infracional,2022,9,18,3,14.29
CACHOEIRA DOURADA,juizado especial civel,2022,183,152,137,47.4
CACHOEIRA DOURADA,juizado especial criminal,2022,34,48,25,34.25
CACHOEIRA DOURADA,juizado especial fazenda publica,2022,53,15,51,77.27
CAIAPÔNIA,civel,2022,251,389,216,35.7
CAIAPÔNIA,criminal,2022,428,697,275,28.29
CAIAPÔNIA,execucao penal,2022,91,24,88,78.57
CAIAPÔNIA,familia - interior,2022,346,408,262,39.1
CAIAPÔNIA,fazenda publica mista,2022,884,1125,836,42.63
CAIAPÔNIA,infancia e juventude civel,2022,20,26,11,29.73
CAIAPÔNIA,infancia e juventude infracional,2022,18,57,11,16.18
CAIAPÔNIA,juizado especial civel,2022,358,729,292,28.6
CAIAPÔNIA,juizado especial criminal,2022,113,79,101,56.11
CAIAPÔNIA,juizado especial fazenda publica,2022,66,16,64,80.0
CALDAS NOVAS,civel,2022,2035,2487,1834,42.44
CALDAS NOVAS,criminal,2022,1728,3689,1078,22.61
CALDAS NOVAS,execucao penal,2022,326,137,310,69.35
CALDAS NOVAS,familia - interior,2022,1235,1063,1005,48.6
CALDAS NOVAS,fazenda publica estadual interior,2022,744,1649,653,28.37
CALDAS NOVAS,fazenda publica municipal - execucao fiscal,2022,3232,1937,3012,60.86
CALDAS NOVAS,fazenda publica municipal interior,2022,190,569,179,23.93
CALDAS NOVAS,infancia e juventude civel,2022,89,116,62,34.83
CALDAS NOVAS,infancia e juventude infracional,2022,88,139,72,34.12
CALDAS NOVAS,juizado especial civel,2022,3859,2818,3332,54.18
CALDAS NOVAS,juizado especial criminal,2022,357,602,295,32.89
CALDAS NOVAS,juizado especial fazenda publica,2022,404,329,398,54.75
CALDAS NOVAS,preprocessual,2022,2375,2891,224,7.19
CAMPINORTE,civel,2022,206,168,174,50.88
CAMPINORTE,criminal,2022,235,435,170,28.1
CAMPINORTE,execucao penal,2022,66,26,60,69.77
CAMPINORTE,familia - interior,2022,311,304,216,41.54
CAMPINORTE,fazenda publica mista,2022,155,255,116,31.27
CAMPINORTE,infancia e juventude civel,2022,11,8,9,52.94
CAMPINORTE,infancia e juventude infracional,2022,9,19,8,29.63
CAMPINORTE,juizado especial civel,2022,413,268,378,58.51
CAMPINORTE,juizado especial criminal,2022,31,81,28,25.69
CAMPINORTE,juizado especial fazenda publica,2022,104,85,93,52.25
CAMPINORTE,preprocessual,2022,1,3,0,0.0
CAMPOS BELOS,civel,2022,166,287,133,31.67
CAMPOS BELOS,criminal,2022,408,586,294,33.41
CAMPOS BELOS,execucao penal,2022,38,25,34,57.63
CAMPOS BELOS,familia - interior,2022,147,255,122,32.36
CAMPOS BELOS,fazenda publica mista,2022,219,325,204,38.56
CAMPOS BELOS,infancia e juventude civel,2022,6,19,3,13.64
CAMPOS BELOS,infancia e juventude infracional,2022,26,115,19,14.18
CAMPOS BELOS,juizado especial civel,2022,129,161,72,30.9
CAMPOS BELOS,juizado especial civel e criminal,2022,61,92,28,23.33
CAMPOS BELOS,juizado especial fazenda publica,2022,97,47,83,63.85
CAMPOS BELOS,preprocessual,2022,61,52,12,18.75
CATALÃO,civel,2022,2095,1802,1921,51.6
CATALÃO,criminal,2022,2346,3898,1448,27.09
CATALÃO,execucao de pena alternativa,2022,5,7,0,0.0
CATALÃO,execucao penal,2022,623,354,461,56.56
CATALÃO,familia - interior,2022,1541,2304,930,28.76
CATALÃO,fazenda publica estadual interior,2022,414,607,324,34.8
CATALÃO,fazenda publica municipal interior,2022,1260,620,1128,64.53
CATALÃO,infancia e juventude civel,2022,132,181,54,22.98
CATALÃO,infancia e juventude infracional,2022,140,198,73,26.94
CATALÃO,juizado especial civel,2022,3688,4811,2065,30.03
CATALÃO,juizado especial criminal,2022,652,1008,279,21.68
CATALÃO,juizado especial fazenda publica,2022,637,237,613,72.12
CATALÃO,preprocessual,2022,230,277,51,15.55
CAVALCANTE,civel,2022,107,65,102,61.08
CAVALCANTE,criminal,2022,154,295,105,26.25
CAVALCANTE,execucao penal,2022,28,0,28,100.0
CAVALCANTE,familia - interior,2022,126,122,102,45.54
CAVALCANTE,fazenda publica mista,2022,103,98,100,50.51
CAVALCANTE,infancia e juventude civel,2022,10,7,6,46.15
CAVALCANTE,infancia e juventude infracional,2022,5,19,3,13.64
CAVALCANTE,juizado especial civel,2022,72,58,67,53.6
CAVALCANTE,juizado especial criminal,2022,57,152,43,22.05
CAVALCANTE,juizado especial fazenda publica,2022,25,2,25,92.59
CAÇU,civel,2022,347,552,309,35.89
CAÇU,criminal,2022,345,523,212,28.84
CAÇU,execucao penal,2022,40,26,38,59.38
CAÇU,familia - interior,2022,323,449,211,31.97
CAÇU,fazenda publica mista,2022,261,504,232,31.52
CAÇU,infancia e juventude civel,2022,30,26,18,40.91
CAÇU,infancia e juventude infracional,2022,6,34,3,8.11
CAÇU,juizado especial civel,2022,335,1428,230,13.87
CAÇU,juizado especial criminal,2022,92,259,79,23.37
CAÇU,juizado especial fazenda publica,2022,86,6,86,93.48
CERES,civel,2022,433,468,339,42.01
CERES,criminal,2022,434,520,336,39.25
CERES,execucao penal,2022,87,41,85,67.46
CERES,familia - interior,2022,402,453,270,37.34
CERES,fazenda publica mista,2022,769,1182,692,36.93
CERES,infancia e juventude civel,2022,19,33,14,29.79
CERES,infancia e juventude infracional,2022,48,75,40,34.78
CERES,juizado especial civel,2022,1455,2530,960,27.51
CERES,juizado especial criminal,2022,132,210,92,30.46
CERES,juizado especial fazenda publica,2022,275,64,247,79.42
CERES,preprocessual,2022,1,0,1,100.0
CIDADE OCIDENTAL,civel,2022,1198,1074,934,46.51
CIDADE OCIDENTAL,criminal,2022,1150,1151,728,38.74
CIDADE OCIDENTAL,execucao penal,2022,123,103,118,53.39
CIDADE OCIDENTAL,familia - interior,2022,775,772,378,32.87
CIDADE OCIDENTAL,fazenda publica mista,2022,1340,2038,1260,38.2
CIDADE OCIDENTAL,infancia e juventude civel,2022,99,87,36,29.27
CIDADE OCIDENTAL,infancia e juventude infracional,2022,65,73,19,20.65
CIDADE OCIDENTAL,juizado especial civel,2022,1120,859,835,49.29
CIDADE OCIDENTAL,juizado especial criminal,2022,1061,1258,711,36.11
CIDADE OCIDENTAL,juizado especial fazenda publica,2022,95,18,91,83.49
CIDADE OCIDENTAL,preprocessual,2022,1438,1409,54,3.69
COCALZINHO DE GOIÁS,civel,2022,143,82,134,62.04
COCALZINHO DE GOIÁS,criminal,2022,287,371,188,33.63
COCALZINHO DE GOIÁS,execucao penal,2022,47,10,45,81.82
COCALZINHO DE GOIÁS,familia - interior,2022,217,190,171,47.37
COCALZINHO DE GOIÁS,fazenda publica mista,2022,94,133,87,39.55
COCALZINHO DE GOIÁS,infancia e juventude civel,2022,6,11,3,21.43
COCALZINHO DE GOIÁS,infancia e juventude infracional,2022,11,47,9,16.07
COCALZINHO DE GOIÁS,juizado especial civel,2022,134,147,125,45.96
COCALZINHO DE GOIÁS,juizado especial criminal,2022,70,109,65,37.36
COCALZINHO DE GOIÁS,juizado especial fazenda publica,2022,17,4,15,78.95
CORUMBAÍBA,civel,2022,158,176,139,44.13
CORUMBAÍBA,criminal,2022,152,290,94,24.48
CORUMBAÍBA,execucao penal,2022,13,3,13,81.25
CORUMBAÍBA,familia - interior,2022,150,112,145,56.42
CORUMBAÍBA,fazenda publica mista,2022,501,336,485,59.07
CORUMBAÍBA,infancia e juventude civel,2022,11,7,8,53.33
CORUMBAÍBA,infancia e juventude infracional,2022,10,36,5,12.2
CORUMBAÍBA,juizado especial civel,2022,272,243,247,50.41
CORUMBAÍBA,juizado especial criminal,2022,48,92,37,28.68
CORUMBAÍBA,juizado especial fazenda publica,2022,62,30,62,67.39
CORUMBAÍBA,preprocessual,2022,30,9,29,76.32
CORUMBÁ DE GOIÁS,civel,2022,119,80,95,54.29
CORUMBÁ DE GOIÁS,criminal,2022,271,192,172,47.25
CORUMBÁ DE GOIÁS,execucao penal,2022,32,9,28,75.68
CORUMBÁ DE GOIÁS,familia - interior,2022,100,113,62,35.43
CORUMBÁ DE GOIÁS,fazenda publica mista,2022,41,62,32,34.04
CORUMBÁ DE GOIÁS,infancia e juventude civel,2022,3,3,1,25.0
CORUMBÁ DE GOIÁS,infancia e juventude infracional,2022,5,13,4,23.53
CORUMBÁ DE GOIÁS,juizado especial civel,2022,93,90,80,47.06
CORUMBÁ DE GOIÁS,juizado especial criminal,2022,96,132,74,35.92
CORUMBÁ DE GOIÁS,juizado especial fazenda publica,2022,32,18,29,61.7
CRISTALINA,civel,2022,704,704,613,46.55
CRISTALINA,criminal,2022,980,851,659,43.64
CRISTALINA,execucao penal,2022,148,66,147,69.01
CRISTALINA,familia - interior,2022,478,537,337,38.56
CRISTALINA,fazenda publica mista,2022,299,1292,239,15.61
CRISTALINA,infancia e juventude civel,2022,83,92,44,32.35
CRISTALINA,infancia e juventude infracional,2022,34,64,22,25.58
CRISTALINA,juizado especial civel,2022,474,407,396,49.32
CRISTALINA,juizado especial criminal,2022,135,209,104,33.23
CRISTALINA,juizado especial fazenda publica,2022,276,222,217,49.43
CRISTALINA,preprocessual,2022,333,363,62,14.59
CRIXÁS,civel,2022,257,166,240,59.11
CRIXÁS,criminal,2022,266,476,182,27.66
CRIXÁS,execucao penal,2022,56,18,54,75.0
CRIXÁS,familia - interior,2022,231,267,143,34.88
CRIXÁS,fazenda publica mista,2022,412,558,363,39.41
CRIXÁS,infancia e juventude civel,2022,6,7,6,46.15
CRIXÁS,infancia e juventude infracional,2022,15,27,15,35.71
CRIXÁS,juizado especial civel,2022,307,355,243,40.64
CRIXÁS,juizado especial criminal,2022,81,95,67,41.36
CRIXÁS,juizado especial fazenda publica,2022,30,10,28,73.68
CUMARI,civel,2022,70,59,53,47.32
CUMARI,criminal,2022,77,158,34,17.71
CUMARI,execucao penal,2022,28,19,27,58.7
CUMARI,familia - interior,2022,109,126,61,32.62
CUMARI,fazenda publica mista,2022,26,52,18,25.71
CUMARI,infancia e juventude civel,2022,3,3,0,0.0
CUMARI,infancia e juventude infracional,2022,3,5,3,37.5
CUMARI,juizado especial civel,2022,133,128,80,38.46
CUMARI,juizado especial criminal,2022,27,67,21,23.86
CUMARI,juizado especial fazenda publica,2022,29,19,26,57.78
EDÉIA,civel,2022,172,176,163,48.08
EDÉIA,criminal,2022,218,350,149,29.86
EDÉIA,execucao penal,2022,19,36,19,34.55
EDÉIA,familia - interior,2022,234,178,220,55.28
EDÉIA,fazenda publica mista,2022,324,295,287,49.31
EDÉIA,infancia e juventude civel,2022,1,4,1,20.0
EDÉIA,infancia e juventude infracional,2022,4,10,4,28.57
EDÉIA,juizado especial civel,2022,181,415,165,28.45
EDÉIA,juizado especial criminal,2022,60,117,47,28.66
EDÉIA,juizado especial fazenda publica,2022,64,11,57,83.82
ESTRELA DO NORTE,civel,2022,154,161,130,44.67
ESTRELA DO NORTE,criminal,2022,88,121,61,33.52
ESTRELA DO NORTE,execucao penal,2022,34,21,31,59.62
ESTRELA DO NORTE,familia - interior,2022,113,137,52,27.51
ESTRELA DO NORTE,fazenda publica mista,2022,269,416,241,36.68
ESTRELA DO NORTE,infancia e juventude civel,2022,6,11,1,8.33
ESTRELA DO NORTE,infancia e juventude infracional,2022,6,9,4,30.77
ESTRELA DO NORTE,juizado especial civel,2022,112,174,62,26.27
ESTRELA DO NORTE,juizado especial criminal,2022,15,27,11,28.95
ESTRELA DO NORTE,juizado especial fazenda publica,2022,39,9,38,80.85
FAZENDA NOVA,civel,2022,76,142,55,27.92
FAZENDA NOVA,criminal,2022,60,78,43,35.54
FAZENDA NOVA,execucao penal,2022,42,18,42,70.0
FAZENDA NOVA,familia - interior,2022,123,137,71,34.13
FAZENDA NOVA,fazenda publica mista,2022,174,110,167,60.29
FAZENDA NOVA,infancia e juventude civel,2022,1,5,0,0.0
FAZENDA NOVA,infancia e juventude infracional,2022,2,4,1,20.0
FAZENDA NOVA,juizado especial civel,2022,103,98,74,43.02
FAZENDA NOVA,juizado especial criminal,2022,18,12,15,55.56
FAZENDA NOVA,juizado especial fazenda publica,2022,88,56,83,59.71
FIRMINÓPOLIS,civel,2022,232,193,202,51.14
FIRMINÓPOLIS,criminal,2022,179,273,133,32.76
FIRMINÓPOLIS,execucao penal,2022,33,31,33,51.56
FIRMINÓPOLIS,familia - interior,2022,106,164,78,32.23
FIRMINÓPOLIS,fazenda publica mista,2022,385,1191,370,23.7
FIRMINÓPOLIS,infancia e juventude civel,2022,14,12,9,42.86
FIRMINÓPOLIS,infancia e juventude infracional,2022,8,2,7,77.78
FIRMINÓPOLIS,juizado especial civel,2022,198,153,159,50.96
FIRMINÓPOLIS,juizado especial criminal,2022,41,58,32,35.56
FIRMINÓPOLIS,juizado especial fazenda publica,2022,142,33,134,80.24
FLORES DE GOIÁS,civel,2022,107,133,85,38.99
FLORES DE GOIÁS,criminal,2022,147,217,98,31.11
FLORES DE GOIÁS,execucao penal,2022,22,15,22,59.46
FLORES DE GOIÁS,familia - interior,2022,145,139,94,40.34
FLORES DE GOIÁS,fazenda publica mista,2022,226,462,217,31.96
FLORES DE GOIÁS,infancia e juventude civel,2022,11,14,7,33.33
FLORES DE GOIÁS,infancia e juventude infracional,2022,9,8,5,38.46
FLORES DE GOIÁS,juizado especial civel,2022,77,123,48,28.07
FLORES DE GOIÁS,juizado especial criminal,2022,42,37,38,50.67
FLORES DE GOIÁS,juizado especial fazenda publica,2022,45,1,45,97.83
FORMOSA,civel,2022,1566,1558,1228,44.08
FORMOSA,criminal,2022,2597,3348,1519,31.21
FORMOSA,execucao penal,2022,414,153,408,72.73
FORMOSA,familia - interior,2022,1171,1438,833,36.68
FORMOSA,fazenda publica mista,2022,640,2609,590,18.44
FORMOSA,infancia e juventude civel,2022,164,174,54,23.68
FORMOSA,infancia e juventude infracional,2022,186,213,80,27.3
FORMOSA,juizado especial civel,2022,1396,2249,847,27.36
FORMOSA,juizado especial criminal,2022,553,966,411,29.85
FORMOSA,juizado especial fazenda publica,2022,750,126,728,85.25
FORMOSA,preprocessual,2022,213,204,23,10.13
FORMOSO,civel,2022,395,336,320,48.78
FORMOSO,criminal,2022,151,126,117,48.15
FORMOSO,execucao penal,2022,4,10,4,28.57
FORMOSO,familia - interior,2022,138,143,85,37.28
FORMOSO,fazenda publica mista,2022,338,522,336,39.16
FORMOSO,infancia e juventude civel,2022,19,16,8,33.33
FORMOSO,infancia e juventude infracional,2022,7,7,6,46.15
FORMOSO,juizado especial civel,2022,362,398,257,39.24
FORMOSO,juizado especial criminal,2022,17,48,14,22.58
FORMOSO,juizado especial fazenda publica,2022,82,5,81,94.19
GOIANDIRA,civel,2022,98,121,78,39.2
GOIANDIRA,criminal,2022,103,158,69,30.4
GOIANDIRA,execucao penal,2022,39,9,37,80.43
GOIANDIRA,familia - interior,2022,84,132,50,27.47
GOIANDIRA,fazenda publica mista,2022,79,204,57,21.84
GOIANDIRA,infancia e juventude civel,2022,2,6,1,14.29
GOIANDIRA,infancia e juventude infracional,2022,20,53,20,27.4
GOIANDIRA,juizado especial civel,2022,115,166,60,26.55
